date,day_idx,cash,n_open_positions,realized_dollars_so_far,nav,log_ret
2025-06-03,3487,121943.57220655237,0,0.0,121943.57220655237,0.0
2025-06-04,3488,91457.67915491428,1,0.0,121943.57220655237,0.0
2025-06-05,3489,91457.67915491428,1,0.0,122811.42330253543,0.007091620183457833
2025-06-06,3490,91457.67915491428,1,0.0,123079.30906047045,0.0021789016718560305
2025-06-09,3491,91457.67915491428,1,0.0,123032.39819041733,-0.0003812160839094999
2025-06-10,3492,60650.19974409612,2,0.0,123229.91764327264,0.0016041390217776382
2025-06-11,3493,60650.19974409612,2,0.0,122173.41965594614,-0.008610351645418587
2025-06-12,3494,60650.19974409612,2,0.0,122630.68472291794,0.0037357674204813976
2025-06-13,3495,60650.19974409612,2,0.0,123080.44100587865,0.0036608581229277347
2025-06-16,3496,60650.19974409612,2,0.0,123342.45237741622,0.002126518901524776
2025-06-17,3497,60650.19974409612,2,0.0,123408.58638411337,0.0005360383373673827
2025-06-18,3498,91116.34085044869,1,0.0,122644.90980595633,-0.006207422712150283
2025-06-20,3499,91116.34085044869,1,0.0,122562.92546495907,-0.0006686926946002007
2025-06-23,3500,91116.34085044869,1,0.0,122187.7849955385,-0.0030654927414807236
2025-06-24,3501,91116.34085044869,1,0.0,122818.81598383478,0.005151145978140517
2025-06-25,3502,122489.63643285792,0,0.0,122489.63643285792,-0.002683802741555255
2025-06-26,3503,122489.63643285792,0,0.0,122489.63643285792,0.0
2025-06-27,3504,122489.63643285792,0,0.0,122489.63643285792,0.0
2025-06-30,3505,122489.63643285792,0,0.0,122489.63643285792,0.0
2025-07-01,3506,122489.63643285792,0,0.0,122489.63643285792,0.0
