fold,test_slice,gap_lo,gap_hi,n_picks,n_trades_executed,irr_pct,sharpe,max_drawdown_pct,hit_rate_pct,avg_trade_pnl_pct,mean_arith_pnl_pct,hit_pct_per_pick,frac_random_exceeded_sharpe,frac_random_exceeded_irr,auc_test,ap_test,selected_gamma,gap_name
3,2025-06-30->2025-12-31,-0.15,-0.02,7,7,20.906104053081908,1.5177324222525965,-4.218024591124692,71.42857142857143,4.124055377344409,4.731555728413898,71.42857142857143,0.91,0.91,0.6377332012547465,0.2595052966833442,3,"[-15,-2]"
3,2025-06-30->2025-12-31,-0.2,-0.02,7,7,20.906104053081908,1.5177324222525965,-4.218024591124692,71.42857142857143,4.124055377344409,4.731555728413898,71.42857142857143,0.91,0.91,0.6377332012547465,0.2595052966833442,3,"[-20,-2]"
3,2025-06-30->2025-12-31,-0.12,-0.02,7,7,20.906104053081908,1.5177324222525965,-4.218024591124692,71.42857142857143,4.124055377344409,4.731555728413898,71.42857142857143,0.91,0.91,0.6377332012547465,0.2595052966833442,3,"[-12,-2]"
3,2025-06-30->2025-12-31,-0.15,-0.03,5,5,12.212511444721152,1.0414829075853143,-3.909372813551504,80.0,3.0549571129064046,3.2490526674794302,80.0,0.86,0.78,0.6377332012547465,0.2595052966833442,3,"[-15,-3]"
3,2025-06-30->2025-12-31,-0.1,-0.02,6,6,15.380770018606471,1.2497049162810177,-4.218024591124703,66.66666666666666,3.6453484957091,4.312340625783976,66.66666666666666,0.89,0.87,0.6377332012547465,0.2595052966833442,3,"[-10,-2]"
3,2025-06-30->2025-12-31,-0.1,-0.03,4,4,6.414628445225046,0.6439457403280355,-3.7297909381774907,75.0,2.0696222243439393,2.2496042483009306,75.0,0.73,0.6699999999999999,0.6377332012547465,0.2595052966833442,3,"[-10,-3]"
4,2025-12-31->2026-06-30,-0.15,-0.02,10,9,13.180535406283699,1.1034478308917852,-4.506187470697009,66.66666666666666,1.6176163876182987,1.8505772144558972,70.0,0.8200000000000001,0.69,0.644164198053322,0.21827533958840145,3,"[-15,-2]"
4,2025-12-31->2026-06-30,-0.2,-0.02,10,9,13.180535406283699,1.1034478308917852,-4.506187470697009,66.66666666666666,1.6176163876182987,1.8505772144558972,70.0,0.8200000000000001,0.69,0.644164198053322,0.21827533958840145,3,"[-20,-2]"
4,2025-12-31->2026-06-30,-0.12,-0.02,9,9,7.526825006048488,0.5220048391598016,-6.207717068441642,66.66666666666666,0.9695670393786666,1.275410739872761,66.66666666666666,0.6599999999999999,0.6,0.644164198053322,0.21827533958840145,3,"[-12,-2]"
4,2025-12-31->2026-06-30,-0.15,-0.03,5,5,-0.0160348846390157,-0.0015993737757245361,-5.957220774654914,60.0,0.0589623324359656,0.2846410482153111,60.0,0.41000000000000003,0.41000000000000003,0.644164198053322,0.21827533958840145,3,"[-15,-3]"
4,2025-12-31->2026-06-30,-0.1,-0.02,9,9,7.526825006048488,0.5220048391598016,-6.207717068441642,66.66666666666666,0.9695670393786666,1.275410739872761,66.66666666666666,0.6599999999999999,0.6,0.644164198053322,0.21827533958840145,3,"[-10,-2]"
4,2025-12-31->2026-06-30,-0.1,-0.03,4,4,-5.519958534359715,-0.670540405580589,-5.957220774654914,50.0,-1.624088544119437,-1.4009675611568924,50.0,0.21999999999999997,0.29000000000000004,0.644164198053322,0.21827533958840145,3,"[-10,-3]"
