date,ORCL,QCOM,MU,INTC,MSFT,JDSU
1996-05-23,3.1322799863,1.9033444086,15.7823976097,4.9596685273,4.5050125909,15.4375
1996-05-24,2.9999301277,1.8747226881,15.1730386287,4.9331934284,4.5050125909,15.905
1996-05-28,2.9231672097,1.8462917792,15.1121027306,5.1185191207,4.457491361,15.4375
1996-05-29,2.8896385789,1.8745318767,14.7464873419,5.0394468254,4.4525491531,15.5
1996-05-30,2.9227260435,1.8461009677,15.1121027306,5.1185191207,4.4955083449,15.75
1996-05-31,2.8896385789,1.8747226881,14.7464873419,5.039093824,4.5145168368,16.3125
1996-06-03,2.8675802691,1.9748987096,15.1121027306,5.4093922073,4.500070383,16.875
1996-06-04,2.8675802691,1.9748987096,15.1121027306,5.4097452086,4.481061891,16.375
1996-06-05,2.9116968886,2.0130610035,15.0511668325,5.3920951427,4.5951128427,17.0
1996-06-06,2.9999301277,1.9892095698,14.8683591381,5.4273952746,4.5548148398,16.56
1996-06-07,2.9006677337,1.9510472759,14.3808719533,5.312669846,4.6095592966,15.5
1996-06-10,2.9284612041,1.9748987096,14.5661170835,5.232891548,4.5856085967,14.125
1996-06-11,2.989342139,1.9367364157,14.7464873419,5.312669846,4.6426340725,15.5
1996-06-12,2.9889009728,1.9367364157,14.7464873419,5.312669846,4.7521229861,16.375
1996-06-13,3.0440467472,1.9510472759,14.5636796476,5.4185702416,4.7376765323,17.125
1996-06-14,3.0330175923,1.9176552688,14.7464873419,5.2950197801,4.6760890184,16.875
1996-06-17,2.989342139,1.8127089605,14.3808719533,5.0832189889,4.7376765323,17.25
1996-06-18,2.9889009728,1.8127089605,14.3808719533,5.0832189889,4.6521383185,16.125
1996-06-19,2.9447843533,1.7554655197,13.3449616855,4.9684935603,4.6285677885,15.625
1996-06-20,3.0330175923,1.8127089605,13.649641176,5.039093824,4.6285677885,14.75
1996-06-21,3.0771342118,2.0178312903,13.7105770741,5.0214437581,4.7091637943,14.75
1996-06-24,3.3413927628,1.9699376114,13.0402821949,5.1968854135,4.7186680403,15.06
1996-06-25,3.341833929,1.9701284229,13.0402821949,5.1979444174,4.6380720345,15.625
1996-06-26,3.3638922388,1.912884982,12.8574745006,5.1449942196,4.5810465586,15.69
1996-06-27,3.2977173095,1.9605878494,12.5527950101,5.1185191207,4.5597570477,15.875
1996-06-28,3.4852129425,1.9605878494,12.3699873157,5.2155944834,4.5666001048,17.75
1996-07-01,3.4516843116,1.9989409548,12.8599119365,5.3034918117,4.6498572995,18.44
1996-07-02,3.3749213936,1.9798598078,12.489421676,5.2773697141,4.6236255806,16.94
1996-07-03,3.4521254778,1.9987501433,12.8574745006,5.303844813,4.6046170886,14.875
1996-07-05,3.3749213936,1.9510472759,12.3699873157,5.2861947471,4.500070383,14.56
1996-07-08,3.3308047741,1.8745318767,11.7581908987,5.1538192526,4.5738233317,14.625
1996-07-09,3.3087464644,1.9176552688,11.5778206404,5.1806473528,4.5620380667,15.19
1996-07-10,3.3308047741,1.8747226881,11.7606283347,5.1538192526,4.5430295747,13.625
1996-07-11,3.3087464644,1.9176552688,11.5778206404,5.1802943515,4.3529446553,12.75
1996-07-12,3.3859505485,1.8461009677,12.0043719271,5.1449942196,4.2719684796,13.25
1996-07-15,3.1649262847,1.5310712315,9.2622565123,4.8798902293,4.2054387578,11.375
1996-07-16,3.1984549155,1.6264769663,9.2622565123,4.9420184614,4.3860194313,10.19
1996-07-17,3.1653674509,1.531262043,9.2622565123,4.8802432306,4.4525491531,12.625
1996-07-18,3.1984549155,1.6266677777,9.2622565123,4.9420184614,4.5570958588,14.375
1996-07-19,3.3087464644,1.5551134767,8.7138334293,5.05674389,4.5992947109,12.875
1996-07-22,3.2646298448,1.5741946236,8.8966411236,5.1008690548,4.5525338207,12.25
1996-07-23,3.1763966058,1.5741946236,8.4091539388,4.9067183295,4.2624642336,12.375
1996-07-24,3.2646298448,1.5741946236,8.8966411236,5.1008690548,4.3624489013,12.75
1996-07-25,3.1763966058,1.5741946236,8.4091539388,4.9067183295,4.5050125909,13.125
1996-07-26,3.2205132253,1.6457489247,8.5919616331,4.8714181977,4.5285831209,12.75
1996-07-29,3.3308047741,1.6505192114,9.1403847161,5.145347221,4.4430449071,12.25
1996-07-30,3.3749213936,1.5982368688,9.2037580501,5.2547776297,4.5095746289,12.625
1996-07-31,3.3308047741,1.6505192114,9.1403847161,5.1484528068,4.481061891,13.0
1996-08-01,3.3749213936,1.5980460573,9.2013206142,5.2544243911,4.5856085967,14.125
1996-08-02,3.4966832635,1.7699671914,11.1537067895,5.5635081788,4.6901553024,15.0
1996-08-05,3.4084500245,1.7554655197,10.0519857517,5.5190001134,4.6285677885,15.375
1996-08-06,3.5187415733,1.822249534,10.8465898631,5.6433401057,4.7141060022,15.5
1996-08-07,3.4080088583,1.7554655197,10.0544231877,5.519353352,4.7426187402,15.625
1996-08-08,3.5183004071,1.822249534,10.8465898631,5.6429868671,4.7616272321,16.94
1996-08-09,3.6837377303,1.8365603942,12.6137309082,5.8196061744,4.7331144942,16.81
1996-08-12,3.6396211108,1.7840872401,11.943436029,5.801591005,4.7616272321,17.345
1996-08-13,3.5849165026,1.7028015541,11.4559488441,5.6694797632,4.6950975103,17.0
1996-08-14,3.6396211108,1.7840872401,11.943436029,5.8019442437,4.7471807782,17.625
1996-08-15,3.5844753364,1.7029923656,11.4559488441,5.6694797632,4.7566850242,17.25
1996-08-16,3.5844753364,1.7697763799,11.6996924366,5.7754513476,4.7236102482,18.25
1996-08-19,3.4966832635,1.7173032258,11.3340770479,5.7048036247,4.6950975103,18.56
1996-08-20,3.4410963229,1.721882701,11.2707037139,5.616493971,4.6901553024,18.25
1996-08-21,3.4962420973,1.7173032258,11.3340770479,5.7048036247,4.6950975103,17.75
1996-08-22,3.4410963229,1.7220735125,11.2731411498,5.616493971,4.7521229861,18.94
1996-08-23,3.341833929,1.7077626523,11.4559488441,5.6694797632,4.6855932643,18.405
1996-08-26,3.3634510726,1.721882701,10.8465898631,5.7401274861,4.6711468105,18.25
1996-08-27,3.3749213936,1.7459249462,10.9684616593,5.7577894168,4.7426187402,18.31
1996-08-28,3.3638922388,1.7220735125,10.8465898631,5.7401274861,4.7756935161,19.0
1996-08-29,3.3749213936,1.7459249462,10.9684616593,5.7577894168,4.7186680403,18.875
1996-08-30,3.2977173095,1.6982220788,11.0293975574,5.7401274861,4.6570805264,18.625
1996-09-03,3.2866881546,1.621897491,10.8465898631,5.7662671436,4.6901553024,17.625
1996-09-04,3.2866881546,1.621897491,10.8465898631,5.7666203822,4.6901553024,17.56
1996-09-05,3.3197756192,1.5741946236,10.6028462706,5.810775209,4.6190635425,17.125
1996-09-06,3.2646298448,1.5217214695,9.9934872896,5.6959726593,4.6570805264,16.875
1996-09-09,3.3087464644,1.5982368688,10.0519857517,5.8990848627,4.7471807782,17.81
1996-09-10,3.3087464644,1.5980460573,10.0544231877,5.8990848627,4.7281722863,18.31
1996-09-11,3.3087464644,1.5551134767,10.237230882,5.9609016202,4.7566850242,17.75
1996-09-12,3.2315423802,1.4930997491,10.4809744744,6.005056447,4.8901246377,19.0
1996-09-13,3.3087464644,1.5408026165,11.4559488441,6.0315493431,4.9802248895,19.125
1996-09-16,3.6722674092,1.4883294623,12.9184103987,6.2608012039,4.9992333814,18.44
1996-09-17,3.6727085754,1.4883294623,12.9184103987,6.2611544425,5.0897138031,18.19
1996-09-18,3.6727085754,1.4501671684,13.0402821949,6.6585478839,5.1893183009,18.0
1996-09-19,3.8271167438,1.5217214695,12.3699873157,6.7556885029,5.2368395307,18.25
1996-09-20,3.8381458986,1.5264917562,13.3449616855,6.8528291219,5.2512859846,19.0
1996-09-23,3.7834412904,1.4837499871,13.649641176,6.7645194683,5.2368395307,19.375
1996-09-24,3.7830001242,1.4835591756,13.649641176,6.7645194683,5.2037647547,19.875
1996-09-25,3.8160875889,1.4787888889,15.355846323,6.8175052604,5.1562435249,20.06
1996-09-26,3.8271167438,1.4930997491,15.7823976097,6.8704910526,5.0182418734,21.0
1996-09-27,3.7388835047,1.5885054838,15.5995899154,6.879322018,5.108722295,21.125
1996-09-30,3.7552066539,1.621897491,14.8683591381,6.7426186742,5.0136798353,21.125
1996-10-01,3.7609418145,1.621897491,14.8683591381,6.7468575375,5.0231840813,20.625
1996-10-02,3.9043208279,1.5146614451,14.5027437495,6.9941245677,5.1227885791,21.25
1996-10-03,3.7609418145,1.5837351971,14.198064259,6.7645194683,5.0942758411,23.44
1996-10-04,3.9043208279,1.5169511828,14.5027437495,6.9941245677,5.1847562628,23.625
1996-10-07,4.0587289963,1.4837499871,15.2339745268,7.3742093169,5.2273352847,22.375
1996-10-08,3.9484374475,1.4547466437,15.7848350457,7.1792216017,5.1467392789,21.56
1996-10-09,4.0587289963,1.4835591756,15.2339745268,7.4003489744,5.1132843331,23.0
1996-10-10,3.9484374475,1.4549374552,15.7823976097,7.1795748403,5.0847715952,23.0
1996-10-11,3.8932916731,1.4310860215,15.9652053041,7.1265890481,5.2132690007,23.375
1996-10-14,4.0146123767,1.4837499871,16.0870771003,7.6031079391,5.1942605088,23.06
1996-10-15,3.9484374475,1.4547466437,14.9268576003,7.8503749693,5.2797987225,22.75
1996-10-16,4.0146123767,1.4835591756,16.0870771003,7.6034611778,5.2463437767,22.0
1996-10-17,3.9484374475,1.4549374552,14.9292950362,7.8507282079,5.151301317,21.25
1996-10-18,3.9263791377,1.440626595,15.2949104249,7.9566997923,5.1227885791,21.75
1996-10-21,3.8054996002,1.3833831541,14.9902309343,7.6122921431,5.0942758411,22.375
1996-10-22,3.7057960401,1.4356654967,14.5027437495,7.4533347666,5.0372503653,21.81
1996-10-23,3.805058434,1.3833831541,14.9902309343,7.6122921431,5.1132843331,23.44
1996-10-24,3.7057960401,1.4358563082,14.5027437495,7.4533347666,5.1942605088,23.5
1996-10-25,3.7388835047,1.4453968817,14.80742324,7.7270946928,5.1870372818,23.625
1996-10-28,3.7499126596,1.4265065462,13.2840257873,7.488658628,5.1942605088,23.75
1996-10-29,3.6616794206,1.440626595,12.9769088609,7.3742093169,5.1467392789,23.875
1996-10-30,3.7499126596,1.4263157347,13.2840257873,7.4921910142,5.1798140549,24.0
1996-10-31,3.6616794206,1.440626595,12.9793462968,7.3773343123,5.2178310388,24.125
1996-11-01,3.6285919559,1.4597077419,13.0402821949,7.5452017997,5.2227732467,23.94
1996-11-04,3.9484374475,1.4929089376,13.649641176,7.8017740014,5.2463437767,23.75
1996-11-05,3.9484374475,1.4930997491,13.649641176,7.8014205961,5.3794032203,24.06
1996-11-06,3.8932916731,1.5026403225,13.8933847684,8.0576393926,5.493454172,24.625
1996-11-07,3.9704957572,1.5264917562,14.6855514438,8.4022094982,5.4554371881,25.0
1996-11-08,3.9815249121,1.5885054838,14.5636796476,8.631922902,5.4554371881,24.875
1996-11-11,4.0252003654,1.7077626523,15.9652053041,8.75596814,5.460379396,25.0
1996-11-12,4.0256415316,1.7077626523,15.9652053041,8.7556147347,5.3889074663,26.125
1996-11-13,3.9594666023,1.6648300716,14.9902309343,8.5524067237,5.5124626639,27.25
1996-11-14,4.0146123767,1.6696003584,15.2339745268,8.4463851528,5.6884812993,27.125
1996-11-15,4.1800497,1.7554655197,15.6605258135,8.4728905455,5.6645305995,26.19
1996-11-18,4.1028456158,1.5982368688,15.2339745268,8.1551792379,5.7169940372,25.69
1996-11-19,4.1028456158,1.5980460573,15.2339745268,8.1548258327,5.9260874486,25.625
1996-11-20,4.0697581512,1.621897491,14.9292950362,8.5347364619,5.826102781,26.125
1996-11-21,4.2241663195,1.5646540501,15.2949104249,8.5435715928,5.7169940372,26.0
1996-11-22,4.1690205451,1.5694243369,14.9902309343,8.4022094982,5.7215560753,26.0
1996-11-25,4.3896036427,1.6028163441,15.7848350457,8.5877472474,5.835607027,26.69
1996-11-26,4.3896036427,1.6028163441,15.7823976097,8.5877472474,5.8451112729,27.0
1996-11-27,4.3675453329,1.5694243369,15.7214617116,8.7467796038,5.9116409948,28.875
1996-11-29,4.3454870232,1.6028163441,16.1455755625,8.9499876148,5.9641044325,29.75
1996-12-02,4.379015654,1.6073958193,17.4910401927,8.9849747332,5.9971792085,29.125
1996-12-03,4.3896036427,1.5074106093,16.6964360813,8.8973302346,5.8808472378,26.25
1996-12-04,4.1249039256,1.5119900846,17.1839232662,9.1531956258,5.826102781,26.125
1996-12-05,4.1354919142,1.4929089376,16.516065823,9.0648443167,5.816598535,26.75
1996-12-06,4.0252003654,1.5455729032,16.5745642851,8.8839008356,5.812036497,26.75
1996-12-09,4.3013704037,1.5360323297,17.1205499322,9.1970178751,6.2157768659,27.125
1996-12-10,4.3560750119,1.5074106093,16.516065823,9.1263368278,6.224900942,26.25
1996-12-11,4.2351954744,1.5119900846,17.5495386548,9.6748217549,6.3389518937,25.75
1996-12-12,4.1690205451,1.4929089376,17.7347837851,9.6748217549,6.15875139,26.0
1996-12-13,3.8822625182,1.5074106093,17.3057950624,9.3567570421,6.0827174223,26.25
1996-12-16,3.7552066539,1.4837499871,16.9401796738,8.9941632694,5.835607027,26.125
1996-12-17,3.8160875889,1.502831134,15.7214617116,9.1885361495,6.0728330064,25.5
1996-12-18,3.7278543498,1.521912281,15.7848350457,9.5949521715,6.2819264178,26.0
1996-12-19,3.7172663612,1.5551134767,15.4777181192,9.7186440042,6.4530028453,25.375
1996-12-20,3.8160875889,1.5264917562,15.1121027306,9.515082588,6.3579603856,25.0
1996-12-23,3.7384423385,1.5310712315,14.7464873419,9.3475685059,6.3678448014,25.125
1996-12-24,3.8160875889,1.5501523785,14.6831140079,9.5772819096,6.4530028453,24.81
1996-12-26,3.8875565125,1.5455729032,15.1706011927,9.6564446826,6.500904245,25.31
1996-12-27,3.7834412904,1.5455729032,14.9268576003,9.568800184,6.4058617853,25.375
1996-12-30,3.678443736,1.5455729032,14.5027437495,9.4182495532,6.3488363095,25.375
1996-12-31,3.6837377303,1.521912281,14.195626823,9.2549763339,6.2819264178,26.25
1997-01-02,3.7057960401,1.502831134,14.5027437495,9.2168085684,6.2058924501,24.655
1997-01-03,3.9378494588,1.521912281,15.5995899154,9.7822569468,6.4339943534,24.75
1997-01-06,3.9599077685,1.5169511828,15.1121027306,9.8175974705,6.4149858614,22.25
1997-01-07,3.9484374475,1.5551134767,15.355846323,10.1356621833,6.4628872611,19.125
1997-01-08,3.82755791,1.5696151484,15.4777181192,10.0579130313,6.3389518937,22.125
1997-01-09,3.6837377303,1.6077774423,15.4777181192,10.1073897644,6.2629179259,21.06
1997-01-10,3.6069748123,1.6982220788,15.5410914532,10.2134113354,6.4058617853,23.06
1997-01-13,3.617562801,1.6650208831,15.5995899154,10.3830458489,6.3678448014,22.75
1997-01-14,3.8160875889,1.7604266179,16.0870771003,10.3971820584,6.4910198292,22.5
1997-01-15,3.6396211108,1.7650060932,15.7214617116,10.0579130313,6.4339943534,21.875
1997-01-16,3.6396211108,1.8890335483,15.6629632495,10.064981136,6.5389212289,23.0
1997-01-17,3.6616794206,1.8699524014,15.0536042684,10.1851389165,6.6240792728,20.375
1997-01-20,3.7613829807,2.0035204301,15.0536042684,10.2699561732,6.9000825759,19.625
1997-01-21,3.6837377303,2.1657101792,14.5661170835,10.4678631057,7.2232269389,19.06
1997-01-22,3.7393246709,2.2515753405,14.6879888797,10.7505872949,7.4034274426,20.375
1997-01-23,3.5734461815,2.1992929978,15.5410914532,10.7293829807,7.204218447,21.25
1997-01-24,3.4966832635,2.1325089835,15.8433335078,10.6374976192,7.2946988686,22.75
1997-01-27,3.364333405,2.0512232974,16.3308206927,10.6092252003,7.3083849828,23.125
1997-01-28,3.3202167854,2.0798450179,15.9652053041,10.6728381428,7.2703679989,22.06
1997-01-29,3.3308047741,2.0657249691,16.0870771003,10.944960175,7.3943033664,21.5
1997-01-30,3.3087464644,2.1275478853,17.2472966002,11.3196907236,7.6885548217,21.5
1997-01-31,3.4305083342,2.1370884587,16.9401796738,11.4752392532,7.7554647134,21.81
1997-02-03,3.4746249538,2.1370884587,16.8183078776,11.5883654566,7.7835972814,23.5
1997-02-04,3.5187415733,2.1325089835,16.6964360813,11.651998946,7.8406227573,22.0
1997-02-05,3.4084500245,2.0703044444,15.7214617116,11.1217198677,7.4794614103,22.25
1997-02-06,3.4852129425,2.0989261648,15.9652053041,10.8247635839,7.3844189506,21.0
1997-02-07,3.529329562,2.2134130465,16.516065823,11.0580863783,7.6315293459,22.75
1997-02-10,3.5407998831,2.2088335713,15.9067068419,10.7187077682,7.4323203503,22.875
1997-02-11,3.452566644,2.2134130465,15.7214617116,10.7328485437,7.4893458261,22.125
1997-02-12,3.6616794206,2.4091856143,16.1504504343,11.0863679292,7.593512362,22.0
1997-02-13,3.6510914319,2.3424015999,16.2089488965,11.1005087046,7.6033967778,23.5
1997-02-14,3.6069748123,2.2851581591,16.6379376192,10.9237490118,7.4414444264,22.5
1997-02-18,3.5955044913,2.242034767,17.3691683965,10.9308193995,7.4034274426,22.0
1997-02-19,3.6510914319,2.22295362,16.8816812116,10.8813266856,7.4133118584,21.125
1997-02-20,3.6837377303,2.1420495569,17.0035530078,10.5985111772,7.2422354309,19.875
1997-02-21,3.6069748123,2.0798450179,16.7598094154,10.3510476073,7.2232269389,19.375
1997-02-24,3.5628581928,2.0848061161,17.9785273775,10.5348776878,7.6125208539,18.69
1997-02-25,3.6069748123,2.1897524243,18.5245130246,10.5278073001,7.5653797939,18.75
1997-02-26,3.5955044913,2.1802118508,18.6463848208,10.3510476073,7.6224052698,17.75
1997-02-27,3.529329562,2.1515901304,17.9785273775,9.8844020185,7.3083849828,17.0
1997-02-28,3.4631546327,2.1275478853,18.4026412283,10.0328801604,7.4133118584,16.375
1997-03-03,3.4746249538,2.1657101792,18.768256617,10.3156956688,7.5653797939,15.905
1997-03-04,3.4852129425,2.2324941935,19.4409889321,10.3510476073,7.5364868862,18.25
1997-03-05,3.5072712522,2.3901044673,20.6597068942,10.5702296263,7.6695463298,18.625
1997-03-06,3.2319835464,2.2660770121,19.8651027829,10.2803437302,7.4323203503,17.75
1997-03-07,3.1658086171,2.242034767,19.3776155981,10.1460063637,7.3562863825,19.31
1997-03-10,3.1763966058,2.2706564874,19.8066043207,10.237921404,7.6033967778,21.06
1997-03-11,3.154338296,2.2756175856,19.8651027829,10.1742879146,7.4794614103,22.5
1997-03-12,3.0114004488,2.2374552917,20.2940915056,10.0965136498,7.5083543181,22.0
1997-03-13,3.1878669269,2.2565364387,20.474461764,9.9904578341,7.5745038701,21.0
1997-03-14,3.617562801,2.2565364387,22.0587951148,9.750064652,7.52736281,19.875
1997-03-17,3.7057960401,2.2038724731,21.5128094677,9.6440088363,7.6414137617,19.25
1997-03-18,3.5734461815,2.1515901304,19.4994873943,9.6722903872,7.5745038701,18.75
1997-03-19,3.4746249538,2.0657249691,18.7097581548,9.431897205,7.3562863825,19.5
1997-03-20,3.5187415733,2.1515901304,18.8901284132,9.4248268173,7.2992609067,19.875
1997-03-21,3.5187415733,2.1752507526,18.4660145624,9.2268559615,7.1471929711,19.75
1997-03-24,3.5187415733,2.22295362,19.2557438018,9.2339263492,6.8521811762,19.31
1997-03-25,3.4410963229,2.2706564874,18.8901284132,9.4248268173,6.86662763,21.06
1997-03-26,3.5734461815,2.3374405017,19.9284761169,9.9409651202,7.1662014631,21.81
1997-03-27,3.4746249538,2.2851581591,19.5628607283,9.8349093045,7.1281844792,20.22
1997-03-31,3.4084500245,2.1515901304,19.6847325245,9.8349093045,6.9715545056,18.5
1997-04-01,3.2646298448,2.2611159139,18.9535017472,9.8561204676,7.0901674953,19.31
1997-04-02,3.2425715351,2.1611307039,18.831629951,9.6864311626,6.9951250356,18.94
1997-04-03,3.4084500245,2.1897524243,19.8066043207,9.9409651202,7.2323510151,18.75
1997-04-04,3.4305083342,2.2469958652,19.8066043207,10.2520621794,7.161639425,19.625
1997-04-07,3.5072712522,2.2946987326,20.4159633018,10.2591325671,7.2893764909,20.5
1997-04-08,3.4852129425,2.1847913261,21.1471940791,10.3651883828,7.4703373342,21.125
1997-04-09,3.3863917147,2.1752507526,20.1722197094,10.0611617112,7.4513288423,20.875
1997-04-10,3.3087464644,2.1466290322,19.3776155981,9.7076423257,7.3562863825,20.69
1997-04-11,3.2205132253,2.0561843957,19.1972453397,9.2268559615,7.2232269389,20.875
1997-04-14,3.4305083342,2.0798450179,18.831629951,9.4601787559,7.4034274426,21.375
1997-04-15,3.2866881546,2.0848061161,19.1338720056,9.2622079,7.3844189506,20.75
1997-04-16,3.3087464644,1.9321569405,18.768256617,9.4743195313,7.4703373342,21.375
1997-04-17,3.2761001659,1.9798598078,18.5245130246,9.7571350397,7.4604529184,21.5
1997-04-18,3.2761001659,1.841330681,17.4910401927,9.6935015503,8.1827756123,20.5
1997-04-21,3.1878669269,1.7363843727,17.4910401927,9.7854165905,8.1827756123,18.5
1997-04-22,3.1102216765,1.6173180157,17.06205147,9.9621762833,8.4108775156,17.56
1997-04-23,3.3308047741,1.7077626523,17.5495386548,10.3439772196,8.7530303706,19.125
1997-04-24,3.4852129425,1.640978638,17.1839232662,10.3298364442,8.6769964028,19.5
1997-04-25,3.3422750952,1.722264324,16.5745642851,10.1742879146,8.638979419,19.0
1997-04-28,3.3528630839,1.7173032258,16.3941940267,10.3510476073,8.7340218787,18.875
1997-04-29,3.3969797034,1.7268437992,17.2472966002,10.6091167587,9.0480421656,19.125
1997-04-30,3.5072712522,1.7840872401,17.1839232662,10.8283718384,9.238127085,19.875
1997-05-01,3.5734461815,1.8699524014,18.5878863586,10.87788105,9.2001101012,22.5
1997-05-02,3.7499126596,1.8890335483,18.8901284132,11.1466453412,9.1811016092,24.06
1997-05-05,3.9484374475,2.0371032487,19.0753735434,11.493209822,9.1385225873,24.625
1997-05-06,3.8822625182,1.9844392831,18.768256617,11.1749363192,8.9195447601,23.5
1997-05-07,3.7940292791,1.9939798566,18.22227097,11.0264086846,8.7819232784,22.875
1997-05-08,3.8716745295,1.9748987096,18.22227097,11.2315182753,8.8480728303,23.75
1997-05-09,3.8716745295,1.9607786609,18.4660145624,11.2810274868,8.8769657381,24.06
1997-05-12,3.8602042084,1.9271958423,17.7932822473,11.2527365088,8.981132274,24.625
1997-05-13,3.9599077685,1.9367364157,16.8816812116,10.7788626269,8.9529997059,24.405
1997-05-14,3.915791149,1.922616367,17.6129119889,10.8142263494,8.8100558465,24.25
1997-05-15,4.0587289963,1.9130757935,17.6129119889,11.1820090637,8.9050983062,25.03
1997-05-16,3.915791149,1.8939946466,17.3691683965,10.9698267285,8.7773612403,23.875
1997-05-19,3.9043208279,1.9271958423,17.06205147,10.948608495,8.7530303706,23.0
1997-05-20,3.992554067,2.0035204301,17.9151540435,11.3871186544,9.0571662417,23.72
1997-05-21,4.1469622353,2.0130610035,17.7347837851,11.493209822,9.1522087015,24.56
1997-05-22,4.1249039256,2.0180221017,17.8566555813,11.4154096324,9.1712171934,26.06
1997-05-23,4.1469622353,2.1466290322,18.6463848208,11.549791778,9.3422936209,28.5
1997-05-27,4.1804908662,2.1370884587,20.7815786904,11.9812291929,9.6274210001,27.875
1997-05-28,4.1584325564,2.0989261648,21.0253222829,11.8185560692,9.5703955242,27.25
1997-05-29,4.1584325564,2.0371032487,20.7815786904,11.5851555005,9.5703955242,27.375
1997-05-30,4.1143159369,1.841330681,20.5963335602,10.7152079263,9.4282120045,26.25
1997-06-02,4.3234287134,1.8127089605,21.3909376715,10.5949712697,9.4563445726,27.845
1997-06-03,4.1028456158,1.7795077648,19.7432309867,10.2554795335,9.1811016092,29.03
1997-06-04,4.1249039256,1.7795077648,19.6213591905,10.0786609208,9.0624886195,30.31
1997-06-05,4.1910788548,1.8317901075,20.0503479132,10.1210973878,9.1666551553,29.25
1997-06-06,4.3234287134,1.7840872401,20.2940915056,10.3262069785,9.4327740426,29.625
1997-06-09,4.3234287134,1.8558323526,20.8400771526,10.5596075472,9.5133700484,29.375
1997-06-10,4.2025491759,1.7795077648,19.9869745791,10.276697767,9.4897995184,27.75
1997-06-11,4.3013704037,1.8081294853,19.4994873943,10.4322981461,9.6563139078,27.875
1997-06-12,4.379015654,1.8031683871,19.3776155981,10.1564611104,9.6563139078,27.875
1997-06-13,4.5881284306,1.841330681,19.8651027829,10.2413340444,9.8562832431,27.56
1997-06-16,4.6216570614,1.8127089605,20.7182053564,10.4252254016,9.9893426867,28.06
1997-06-17,4.6984199794,1.8462917792,20.2940915056,10.5949712697,10.2029981362,28.095
1997-06-18,4.4451905833,1.8317901075,19.7432309867,10.3686434455,9.898862265,26.625
1997-06-19,4.379015654,1.8794929749,19.6213591905,10.361570701,9.8319523734,27.0
1997-06-20,4.2572537841,1.8985741218,19.8066043207,10.3827889346,9.875291735,26.0
1997-06-23,4.2572537841,1.8604118279,19.4409889321,10.276697767,9.7369099137,26.5
1997-06-24,4.4231322735,1.9081146953,19.9869745791,10.4676618686,10.0410457848,27.125
1997-06-25,4.4998951915,1.90353522,20.7815786904,10.3686434455,9.917870757,27.375
1997-06-26,4.4778368818,1.8749134996,20.2307181716,10.1706065994,9.7513563675,28.94
1997-06-27,4.4451905833,1.9367364157,19.4994873943,10.0645154318,9.6943308917,29.375
1997-06-30,4.4451905833,1.9416975139,19.4994873943,10.0362244538,9.6084125081,29.125
1997-07-01,4.290782415,1.9703192344,19.6847325245,9.8381876076,9.4996839342,28.94
1997-07-02,4.2687241052,2.0703044444,19.7432309867,10.1140246433,9.7612407834,29.625
1997-07-03,4.3896036427,2.0657249691,19.5628607283,10.2554795335,9.8509608653,30.68
1997-07-07,4.3569573443,2.0798450179,20.3525899678,10.4252254016,9.8463988273,32.25
1997-07-08,4.4998951915,2.0035204301,21.0253222829,10.5808257807,9.9794582709,32.44
1997-07-09,4.5881284306,2.0275626752,21.1471940791,10.87788105,9.941441287,32.78
1997-07-10,4.5554821321,2.0657249691,20.9619489488,10.6798442038,9.875291735,32.69
1997-07-11,4.6437153712,2.0943466896,21.0838207451,10.7010624373,9.8654073192,33.0
1997-07-14,4.7319486102,2.1370884587,23.2190146147,11.1749363192,10.3360575798,33.095
1997-07-15,4.8863567786,2.1180073118,23.3408864109,11.3871186544,10.5284235182,32.0
1997-07-16,5.1289981859,2.0798450179,23.2190146147,12.2358479951,11.286482177,33.0
1997-07-17,5.0292946258,1.9939798566,23.2775130769,12.4833940528,11.3670781828,32.345
1997-07-18,4.919003077,1.9894003813,22.9118976883,12.2358479951,10.6827724728,31.5
1997-07-21,4.8642984688,2.0130610035,22.0587951148,12.1297568275,10.3360575798,31.75
1997-07-22,4.9851780063,1.9558175627,22.4877838374,12.4310557434,10.9587757759,31.5
1997-07-23,4.8748864575,1.8367512057,22.8533992261,12.7309401105,10.7542444025,31.625
1997-07-24,4.830769838,1.7627163555,22.244040245,12.695576388,10.4926875534,32.625
1997-07-25,4.830769838,1.7650060932,21.8784248564,12.6248489429,10.5307045373,32.375
1997-07-28,4.8863567786,1.822249534,22.3659120412,12.6432380786,10.4166535856,32.375
1997-07-29,4.7866532184,1.7936278136,21.8784248564,12.466419466,10.6401934509,31.625
1997-07-30,4.8087115282,1.7745466666,21.9369233186,12.4706631127,10.7306738725,33.0
1997-07-31,4.8034175339,1.7650060932,23.6431284656,12.9913943081,10.7496823645,34.125
1997-08-01,4.842240159,1.8081294853,24.6814761693,13.248929845,10.6926568886,34.56
1997-08-04,4.9525317078,1.8272106322,25.1689633542,13.6904193368,10.7633684787,35.375
1997-08-05,5.0187066371,1.8272106322,27.4211541482,14.1149284635,10.8964279223,37.0
1997-08-06,5.1175278649,1.8272106322,27.9720146671,14.1644545283,10.9063123381,36.75
1997-08-07,5.0187066371,1.7840872401,28.4595018519,14.1644545283,10.944329322,34.44
1997-08-08,5.0628232567,1.7604266179,27.6648977406,13.8503177745,10.6447554889,33.375
