id,rotation,floor,cap,step,cost_bps,capex_mode,benchmark,total,benchmark_total,excess_total,max_dd,benchmark_dd,dd_diff,positive_excess_months,rolling36_positive,rolling36_min_excess,bootstrap
B,price,0.1,0.5,0.15,50,delay3,static6040,14.192592352107924,0.5481735915114052,9.529010760211866,-0.4635511628025526,-0.06890481408750015,-0.39464634871505244,0.62,0.9826086956521739,-0.09817096950736492,"{'n': 2000, 'block': 12, 'excess_p025': 0.300980355594916, 'excess_median': 11.226977834421334, 'excess_p975': 154.87059692076247, 'prob_excess_positive': 0.9875, 'boot_active_maxdd_p025': -0.705416792894299, 'boot_active_maxdd_median': -0.4635511628025525, 'boot_active_maxdd_p975': -0.2199559319739541}"
B,price,0.1,0.5,0.15,50,delay6,SPY,14.192592352107924,4.179257216372781,2.4394322881237365,-0.4635511628025526,-0.23927986806657908,-0.22427129473597351,0.5466666666666666,0.6434782608695652,-0.42239729274721727,"{'n': 2000, 'block': 12, 'excess_p025': -0.36472607269306434, 'excess_median': 3.1016492408128538, 'excess_p975': 35.15404370071242, 'prob_excess_positive': 0.93, 'boot_active_maxdd_p025': -0.7063429254820407, 'boot_active_maxdd_median': -0.425202212866281, 'boot_active_maxdd_p975': -0.23245863452389734}"
B,price,0.1,0.5,0.15,50,delay6,static6040,14.192592352107924,0.5481735915114052,9.529010760211866,-0.4635511628025526,-0.06890481408750015,-0.39464634871505244,0.62,0.9826086956521739,-0.09817096950736492,"{'n': 2000, 'block': 12, 'excess_p025': 0.300980355594916, 'excess_median': 11.226977834421334, 'excess_p975': 154.87059692076247, 'prob_excess_positive': 0.9875, 'boot_active_maxdd_p025': -0.705416792894299, 'boot_active_maxdd_median': -0.4635511628025525, 'boot_active_maxdd_p975': -0.2199559319739541}"
B,price,0.1,0.5,0.15,50,delay12,SPY,14.192592352107924,4.179257216372781,2.4394322881237365,-0.4635511628025526,-0.23927986806657908,-0.22427129473597351,0.5466666666666666,0.6434782608695652,-0.42239729274721727,"{'n': 2000, 'block': 12, 'excess_p025': -0.36472607269306434, 'excess_median': 3.1016492408128538, 'excess_p975': 35.15404370071242, 'prob_excess_positive': 0.93, 'boot_active_maxdd_p025': -0.7063429254820407, 'boot_active_maxdd_median': -0.425202212866281, 'boot_active_maxdd_p975': -0.23245863452389734}"
B,price,0.1,0.5,0.15,50,delay12,static6040,14.192592352107924,0.5481735915114052,9.529010760211866,-0.4635511628025526,-0.06890481408750015,-0.39464634871505244,0.62,0.9826086956521739,-0.09817096950736492,"{'n': 2000, 'block': 12, 'excess_p025': 0.300980355594916, 'excess_median': 11.226977834421334, 'excess_p975': 154.87059692076247, 'prob_excess_positive': 0.9875, 'boot_active_maxdd_p025': -0.705416792894299, 'boot_active_maxdd_median': -0.4635511628025525, 'boot_active_maxdd_p975': -0.2199559319739541}"
B,price,0.1,0.5,0.15,50,missing,SPY,14.192592352107924,4.179257216372781,2.4394322881237365,-0.4635511628025526,-0.23927986806657908,-0.22427129473597351,0.5466666666666666,0.6434782608695652,-0.42239729274721727,"{'n': 2000, 'block': 12, 'excess_p025': -0.36472607269306434, 'excess_median': 3.1016492408128538, 'excess_p975': 35.15404370071242, 'prob_excess_positive': 0.93, 'boot_active_maxdd_p025': -0.7063429254820407, 'boot_active_maxdd_median': -0.425202212866281, 'boot_active_maxdd_p975': -0.23245863452389734}"
B,price,0.1,0.5,0.15,50,missing,static6040,14.192592352107924,0.5481735915114052,9.529010760211866,-0.4635511628025526,-0.06890481408750015,-0.39464634871505244,0.62,0.9826086956521739,-0.09817096950736492,"{'n': 2000, 'block': 12, 'excess_p025': 0.300980355594916, 'excess_median': 11.226977834421334, 'excess_p975': 154.87059692076247, 'prob_excess_positive': 0.9875, 'boot_active_maxdd_p025': -0.705416792894299, 'boot_active_maxdd_median': -0.4635511628025525, 'boot_active_maxdd_p975': -0.2199559319739541}"
B,price,0.1,0.5,0.15,100,normal,SPY,13.687434353292545,4.179257216372781,2.3241402226094805,-0.4644929758618773,-0.23927986806657908,-0.22521310779529824,0.5466666666666666,0.6347826086956522,-0.43292343194510763,"{'n': 2000, 'block': 12, 'excess_p025': -0.3851889746681178, 'excess_median': 2.9607926140137626, 'excess_p975': 33.908631602679044, 'prob_excess_positive': 0.9235, 'boot_active_maxdd_p025': -0.7137516436634326, 'boot_active_maxdd_median': -0.42944383182117185, 'boot_active_maxdd_p975': -0.23698011282998466}"
B,price,0.1,0.5,0.15,100,normal,static6040,13.687434353292545,0.5481735915114052,9.178510800237202,-0.4644929758618773,-0.06890481408750015,-0.39558816177437717,0.62,0.9826086956521739,-0.10631879234442376,"{'n': 2000, 'block': 12, 'excess_p025': 0.2545825640473321, 'excess_median': 10.791454541929273, 'excess_p975': 150.59457034979448, 'prob_excess_positive': 0.9845, 'boot_active_maxdd_p025': -0.7102751486360983, 'boot_active_maxdd_median': -0.4644929758618771, 'boot_active_maxdd_p975': -0.22151737052054438}"
B,price,0.1,0.5,0.15,100,delay3,SPY,13.687434353292545,4.179257216372781,2.3241402226094805,-0.4644929758618773,-0.23927986806657908,-0.22521310779529824,0.5466666666666666,0.6347826086956522,-0.43292343194510763,"{'n': 2000, 'block': 12, 'excess_p025': -0.3851889746681178, 'excess_median': 2.9607926140137626, 'excess_p975': 33.908631602679044, 'prob_excess_positive': 0.9235, 'boot_active_maxdd_p025': -0.7137516436634326, 'boot_active_maxdd_median': -0.42944383182117185, 'boot_active_maxdd_p975': -0.23698011282998466}"
B,price,0.1,0.5,0.15,100,delay3,static6040,13.687434353292545,0.5481735915114052,9.178510800237202,-0.4644929758618773,-0.06890481408750015,-0.39558816177437717,0.62,0.9826086956521739,-0.10631879234442376,"{'n': 2000, 'block': 12, 'excess_p025': 0.2545825640473321, 'excess_median': 10.791454541929273, 'excess_p975': 150.59457034979448, 'prob_excess_positive': 0.9845, 'boot_active_maxdd_p025': -0.7102751486360983, 'boot_active_maxdd_median': -0.4644929758618771, 'boot_active_maxdd_p975': -0.22151737052054438}"
B,price,0.1,0.5,0.15,100,delay6,SPY,13.687434353292545,4.179257216372781,2.3241402226094805,-0.4644929758618773,-0.23927986806657908,-0.22521310779529824,0.5466666666666666,0.6347826086956522,-0.43292343194510763,"{'n': 2000, 'block': 12, 'excess_p025': -0.3851889746681178, 'excess_median': 2.9607926140137626, 'excess_p975': 33.908631602679044, 'prob_excess_positive': 0.9235, 'boot_active_maxdd_p025': -0.7137516436634326, 'boot_active_maxdd_median': -0.42944383182117185, 'boot_active_maxdd_p975': -0.23698011282998466}"
B,price,0.1,0.5,0.15,100,delay6,static6040,13.687434353292545,0.5481735915114052,9.178510800237202,-0.4644929758618773,-0.06890481408750015,-0.39558816177437717,0.62,0.9826086956521739,-0.10631879234442376,"{'n': 2000, 'block': 12, 'excess_p025': 0.2545825640473321, 'excess_median': 10.791454541929273, 'excess_p975': 150.59457034979448, 'prob_excess_positive': 0.9845, 'boot_active_maxdd_p025': -0.7102751486360983, 'boot_active_maxdd_median': -0.4644929758618771, 'boot_active_maxdd_p975': -0.22151737052054438}"
B,price,0.1,0.5,0.15,100,delay12,SPY,13.687434353292545,4.179257216372781,2.3241402226094805,-0.4644929758618773,-0.23927986806657908,-0.22521310779529824,0.5466666666666666,0.6347826086956522,-0.43292343194510763,"{'n': 2000, 'block': 12, 'excess_p025': -0.3851889746681178, 'excess_median': 2.9607926140137626, 'excess_p975': 33.908631602679044, 'prob_excess_positive': 0.9235, 'boot_active_maxdd_p025': -0.7137516436634326, 'boot_active_maxdd_median': -0.42944383182117185, 'boot_active_maxdd_p975': -0.23698011282998466}"
B,price,0.1,0.5,0.15,100,delay12,static6040,13.687434353292545,0.5481735915114052,9.178510800237202,-0.4644929758618773,-0.06890481408750015,-0.39558816177437717,0.62,0.9826086956521739,-0.10631879234442376,"{'n': 2000, 'block': 12, 'excess_p025': 0.2545825640473321, 'excess_median': 10.791454541929273, 'excess_p975': 150.59457034979448, 'prob_excess_positive': 0.9845, 'boot_active_maxdd_p025': -0.7102751486360983, 'boot_active_maxdd_median': -0.4644929758618771, 'boot_active_maxdd_p975': -0.22151737052054438}"
B,price,0.1,0.5,0.15,100,missing,SPY,13.687434353292545,4.179257216372781,2.3241402226094805,-0.4644929758618773,-0.23927986806657908,-0.22521310779529824,0.5466666666666666,0.6347826086956522,-0.43292343194510763,"{'n': 2000, 'block': 12, 'excess_p025': -0.3851889746681178, 'excess_median': 2.9607926140137626, 'excess_p975': 33.908631602679044, 'prob_excess_positive': 0.9235, 'boot_active_maxdd_p025': -0.7137516436634326, 'boot_active_maxdd_median': -0.42944383182117185, 'boot_active_maxdd_p975': -0.23698011282998466}"
B,price,0.1,0.5,0.15,100,missing,static6040,13.687434353292545,0.5481735915114052,9.178510800237202,-0.4644929758618773,-0.06890481408750015,-0.39558816177437717,0.62,0.9826086956521739,-0.10631879234442376,"{'n': 2000, 'block': 12, 'excess_p025': 0.2545825640473321, 'excess_median': 10.791454541929273, 'excess_p975': 150.59457034979448, 'prob_excess_positive': 0.9845, 'boot_active_maxdd_p025': -0.7102751486360983, 'boot_active_maxdd_median': -0.4644929758618771, 'boot_active_maxdd_p975': -0.22151737052054438}"
C,price_plus_capex,0.1,0.5,0.1,50,normal,SPY,13.852888251255083,4.179257216372781,2.3516516239159913,-0.45433889366598545,-0.23927986806657908,-0.21505902559940637,0.58,0.6521739130434783,-0.29795905584579785,"{'n': 2000, 'block': 12, 'excess_p025': -0.19584106527050957, 'excess_median': 2.80239187830887, 'excess_p975': 22.733786748505793, 'prob_excess_positive': 0.9485, 'boot_active_maxdd_p025': -0.6404154582113775, 'boot_active_maxdd_median': -0.3713053710006833, 'boot_active_maxdd_p975': -0.1916593428145155}"
C,price_plus_capex,0.1,0.5,0.1,50,normal,static6040,13.852888251255083,0.5481735915114052,9.210782107959592,-0.45433889366598545,-0.06890481408750015,-0.3854340795784853,0.62,0.991304347826087,-0.05946780078577718,"{'n': 2000, 'block': 12, 'excess_p025': 0.4908805485981727, 'excess_median': 9.966345810093268, 'excess_p975': 113.39188278835756, 'prob_excess_positive': 0.9905, 'boot_active_maxdd_p025': -0.6754177233411044, 'boot_active_maxdd_median': -0.43959286955719196, 'boot_active_maxdd_p975': -0.1894890608042975}"
C,price_plus_capex,0.1,0.5,0.1,50,delay3,SPY,13.550388175277508,4.179257216372781,2.2823816867442397,-0.45460905408555663,-0.23927986806657908,-0.21532918601897755,0.5866666666666667,0.6434782608695652,-0.29939466541910265,"{'n': 2000, 'block': 12, 'excess_p025': -0.20511582589354205, 'excess_median': 2.7360650796462584, 'excess_p975': 22.606698114105367, 'prob_excess_positive': 0.947, 'boot_active_maxdd_p025': -0.6420741107382788, 'boot_active_maxdd_median': -0.3721430689763175, 'boot_active_maxdd_p975': -0.19134326599910698}"
C,price_plus_capex,0.1,0.5,0.1,50,delay3,static6040,13.550388175277508,0.5481735915114052,9.001892315337042,-0.45460905408555663,-0.06890481408750015,-0.3857042399980565,0.62,0.991304347826087,-0.05690398445299838,"{'n': 2000, 'block': 12, 'excess_p025': 0.47868326791281407, 'excess_median': 9.750447796299381, 'excess_p975': 112.19813394945989, 'prob_excess_positive': 0.9905, 'boot_active_maxdd_p025': -0.6754840087828513, 'boot_active_maxdd_median': -0.43968617524779474, 'boot_active_maxdd_p975': -0.18947777767473795}"
C,price_plus_capex,0.1,0.5,0.1,50,delay6,SPY,13.72735916810013,4.179257216372781,2.322350351427394,-0.45436492785576976,-0.23927986806657908,-0.21508505978919068,0.5933333333333334,0.6608695652173913,-0.2987691666741943,"{'n': 2000, 'block': 12, 'excess_p025': -0.20276827828677946, 'excess_median': 2.7542495317865887, 'excess_p975': 22.83919152491542, 'prob_excess_positive': 0.948, 'boot_active_maxdd_p025': -0.639540421250029, 'boot_active_maxdd_median': -0.37111914577107263, 'boot_active_maxdd_p975': -0.1900835110724957}"
C,price_plus_capex,0.1,0.5,0.1,50,delay6,static6040,13.72735916810013,0.5481735915114052,9.123578823127009,-0.45436492785576976,-0.06890481408750015,-0.3854601137682696,0.62,0.991304347826087,-0.05761517925261317,"{'n': 2000, 'block': 12, 'excess_p025': 0.48509611457583957, 'excess_median': 9.798511541242146, 'excess_p975': 113.16776811313181, 'prob_excess_positive': 0.9905, 'boot_active_maxdd_p025': -0.6753715124898784, 'boot_active_maxdd_median': -0.43877358762930774, 'boot_active_maxdd_p975': -0.18947206528533933}"
C,price_plus_capex,0.1,0.5,0.1,50,delay12,SPY,13.962672467193634,4.179257216372781,2.372598479404288,-0.4518389807075349,-0.23927986806657908,-0.21255911264095584,0.5866666666666667,0.6608695652173913,-0.29707974381362545,"{'n': 2000, 'block': 12, 'excess_p025': -0.20521552407716415, 'excess_median': 2.73784316243583, 'excess_p975': 21.899521618780117, 'prob_excess_positive': 0.9495, 'boot_active_maxdd_p025': -0.6353525044944061, 'boot_active_maxdd_median': -0.3695750262123881, 'boot_active_maxdd_p975': -0.18831486063758002}"
C,price_plus_capex,0.1,0.5,0.1,50,delay12,static6040,13.962672467193634,0.5481735915114052,9.287505906901758,-0.4518389807075349,-0.06890481408750015,-0.38293416662003477,0.62,0.991304347826087,-0.05374155591602392,"{'n': 2000, 'block': 12, 'excess_p025': 0.5007014692223818, 'excess_median': 9.736916736616436, 'excess_p975': 109.89563361717308, 'prob_excess_positive': 0.9905, 'boot_active_maxdd_p025': -0.6724524194649901, 'boot_active_maxdd_median': -0.43582106591504965, 'boot_active_maxdd_p975': -0.18947296435145844}"
C,price_plus_capex,0.1,0.5,0.1,50,missing,SPY,12.579573570253622,4.179257216372781,2.0794513347286805,-0.48474012324311644,-0.23927986806657908,-0.24546025517653736,0.5533333333333333,0.6173913043478261,-0.4097310570059465,"{'n': 2000, 'block': 12, 'excess_p025': -0.35849130727322065, 'excess_median': 2.707578232022672, 'excess_p975': 27.75931877212123, 'prob_excess_positive': 0.927, 'boot_active_maxdd_p025': -0.7056697266395898, 'boot_active_maxdd_median': -0.4220378811602416, 'boot_active_maxdd_p975': -0.21799875702328034}"
C,price_plus_capex,0.1,0.5,0.1,50,missing,static6040,12.579573570253622,0.5481735915114052,8.357877071902825,-0.48474012324311644,-0.06890481408750015,-0.4158353091556163,0.6133333333333333,0.991304347826087,-0.1223110351289558,"{'n': 2000, 'block': 12, 'excess_p025': 0.26706152914949133, 'excess_median': 9.847159799673626, 'excess_p975': 133.8299150743868, 'prob_excess_positive': 0.9855, 'boot_active_maxdd_p025': -0.7137937144007045, 'boot_active_maxdd_median': -0.46915744350331623, 'boot_active_maxdd_p975': -0.19908534993010427}"
C,price_plus_capex,0.1,0.5,0.1,100,normal,SPY,13.577063614101665,4.179257216372781,2.28874162759423,-0.4548130505746809,-0.23927986806657908,-0.21553318250810183,0.58,0.6521739130434783,-0.30407388370716837,"{'n': 2000, 'block': 12, 'excess_p025': -0.21171092427835345, 'excess_median': 2.7310596406073584, 'excess_p975': 22.38969634569615, 'prob_excess_positive': 0.9455, 'boot_active_maxdd_p025': -0.6435989167839498, 'boot_active_maxdd_median': -0.3747724496366405, 'boot_active_maxdd_p975': -0.19276430001840425}"
C,price_plus_capex,0.1,0.5,0.1,100,normal,static6040,13.577063614101665,0.5481735915114052,9.020938644857175,-0.4548130505746809,-0.06890481408750015,-0.38590823648718076,0.62,0.991304347826087,-0.0638135958751731,"{'n': 2000, 'block': 12, 'excess_p025': 0.4640058596488385, 'excess_median': 9.748422150906533, 'excess_p975': 111.58067382142785, 'prob_excess_positive': 0.99, 'boot_active_maxdd_p025': -0.6772459471338103, 'boot_active_maxdd_median': -0.44104775566082766, 'boot_active_maxdd_p975': -0.18986259862347776}"
C,price_plus_capex,0.1,0.5,0.1,100,delay3,SPY,13.281153955009193,4.179257216372781,2.2209877396002504,-0.4550757110825886,-0.23927986806657908,-0.21579584301600951,0.5866666666666667,0.6347826086956522,-0.305576157502063,"{'n': 2000, 'block': 12, 'excess_p025': -0.22486170122927837, 'excess_median': 2.6715932949092807, 'excess_p975': 22.246326179273012, 'prob_excess_positive': 0.945, 'boot_active_maxdd_p025': -0.6459423883775047, 'boot_active_maxdd_median': -0.375202181745302, 'boot_active_maxdd_p975': -0.19271990288167823}"
C,price_plus_capex,0.1,0.5,0.1,100,delay3,static6040,13.281153955009193,0.5481735915114052,8.816552249074892,-0.4550757110825886,-0.06890481408750015,-0.38617089699508844,0.62,0.991304347826087,-0.06126951775943157,"{'n': 2000, 'block': 12, 'excess_p025': 0.44972513923511837, 'excess_median': 9.575075777133092, 'excess_p975': 110.76872707945928, 'prob_excess_positive': 0.99, 'boot_active_maxdd_p025': -0.6783089900196404, 'boot_active_maxdd_median': -0.4409974550513711, 'boot_active_maxdd_p975': -0.18985002425867836}"
C,price_plus_capex,0.1,0.5,0.1,100,delay6,SPY,13.454844458949745,4.179257216372781,2.2601724396956966,-0.4548305153724277,-0.23927986806657908,-0.2155506473058486,0.5933333333333334,0.6521739130434783,-0.30491728439354415,"{'n': 2000, 'block': 12, 'excess_p025': -0.2189787752888603, 'excess_median': 2.68767862100502, 'excess_p975': 22.489978205291333, 'prob_excess_positive': 0.945, 'boot_active_maxdd_p025': -0.6439609206014358, 'boot_active_maxdd_median': -0.37411185877691266, 'boot_active_maxdd_p975': -0.1922078148469002}"
C,price_plus_capex,0.1,0.5,0.1,100,delay6,static6040,13.454844458949745,0.5481735915114052,8.935988582926633,-0.4548305153724277,-0.06890481408750015,-0.38592570128492754,0.62,0.991304347826087,-0.061971781821712035,"{'n': 2000, 'block': 12, 'excess_p025': 0.45499497139845524, 'excess_median': 9.598568092281415, 'excess_p975': 111.25998893724037, 'prob_excess_positive': 0.99, 'boot_active_maxdd_p025': -0.6777246359400877, 'boot_active_maxdd_median': -0.44072029126708906, 'boot_active_maxdd_p975': -0.1898447246071545}"
C,price_plus_capex,0.1,0.5,0.1,100,delay12,SPY,13.692419562370816,4.179257216372781,2.3110278036200222,-0.45231310590576934,-0.23927986806657908,-0.21303323783919026,0.5866666666666667,0.6608695652173913,-0.303198452701507,"{'n': 2000, 'block': 12, 'excess_p025': -0.22618021720317863, 'excess_median': 2.6632477294098584, 'excess_p975': 21.549162150277073, 'prob_excess_positive': 0.9455, 'boot_active_maxdd_p025': -0.6388963859421251, 'boot_active_maxdd_median': -0.3722399196811118, 'boot_active_maxdd_p975': -0.1906080286393038}"
C,price_plus_capex,0.1,0.5,0.1,100,delay12,static6040,13.692419562370816,0.5481735915114052,9.101474443852723,-0.45231310590576934,-0.06890481408750015,-0.3834082918182692,0.62,0.991304347826087,-0.05816270300425774,"{'n': 2000, 'block': 12, 'excess_p025': 0.47299347938091896, 'excess_median': 9.533239019512335, 'excess_p975': 108.54695355170672, 'prob_excess_positive': 0.9905, 'boot_active_maxdd_p025': -0.6747320463150599, 'boot_active_maxdd_median': -0.4381884462477696, 'boot_active_maxdd_p975': -0.1898451481950042}"
C,price_plus_capex,0.1,0.5,0.1,100,missing,SPY,12.3422068869086,4.179257216372781,2.025052399627037,-0.48517470347650893,-0.23927986806657908,-0.24589483540992985,0.5533333333333333,0.6173913043478261,-0.4152297405473824,"{'n': 2000, 'block': 12, 'excess_p025': -0.3733308878744596, 'excess_median': 2.6226369810837546, 'excess_p975': 27.20194873382785, 'prob_excess_positive': 0.9255, 'boot_active_maxdd_p025': -0.7093553502470863, 'boot_active_maxdd_median': -0.42409649210194267, 'boot_active_maxdd_p975': -0.21967671748362705}"
C,price_plus_capex,0.1,0.5,0.1,100,missing,static6040,12.3422068869086,0.5481735915114052,8.194082254771972,-0.48517470347650893,-0.06890481408750015,-0.4162698893890088,0.6133333333333333,0.991304347826087,-0.12628383382467478,"{'n': 2000, 'block': 12, 'excess_p025': 0.24079594523851441, 'excess_median': 9.627139178904624, 'excess_p975': 131.0849732017449, 'prob_excess_positive': 0.984, 'boot_active_maxdd_p025': -0.7148514544039904, 'boot_active_maxdd_median': -0.4710887409733882, 'boot_active_maxdd_p975': -0.19947600654258696}"
D,price_plus_capex,0.1,0.7,0.1,50,normal,SPY,16.546951720625557,4.179257216372781,2.9449874043740043,-0.43317110008613235,-0.23927986806657908,-0.19389123201955327,0.5933333333333334,0.8434782608695652,-0.2518956414299094,"{'n': 2000, 'block': 12, 'excess_p025': -0.025677231094476397, 'excess_median': 3.099018304989632, 'excess_p975': 20.912240832443953, 'prob_excess_positive': 0.971, 'boot_active_maxdd_p025': -0.585729119881997, 'boot_active_maxdd_median': -0.3322644207430453, 'boot_active_maxdd_p975': -0.1666207886905311}"
D,price_plus_capex,0.1,0.7,0.1,50,normal,static6040,16.546951720625557,0.5481735915114052,11.075433993162381,-0.43317110008613235,-0.06890481408750015,-0.3642662859986322,0.6066666666666667,0.991304347826087,-0.016936431811005237,"{'n': 2000, 'block': 12, 'excess_p025': 0.8248081791823395, 'excess_median': 11.29070903805517, 'excess_p975': 97.16542111350132, 'prob_excess_positive': 0.9925, 'boot_active_maxdd_p025': -0.646509218164086, 'boot_active_maxdd_median': -0.42357872087954146, 'boot_active_maxdd_p975': -0.18579815112308284}"
D,price_plus_capex,0.1,0.7,0.1,50,delay3,SPY,16.153601844760846,4.179257216372781,2.854994910562433,-0.43312298439542973,-0.23927986806657908,-0.19384311632885065,0.5933333333333334,0.8434782608695652,-0.2510304707950888,"{'n': 2000, 'block': 12, 'excess_p025': -0.033089748825061154, 'excess_median': 3.042440902604193, 'excess_p975': 20.44213483778633, 'prob_excess_positive': 0.97, 'boot_active_maxdd_p025': -0.5861375678401382, 'boot_active_maxdd_median': -0.3315881914485984, 'boot_active_maxdd_p975': -0.1666207886905311}"
