month,theme,companies_available,companies_with_sell,companies_with_buy,seller_count,buyer_count,sell_transaction_count,sell_insider_count,sell_dollars,buy_dollars,net_dollars,baseline_companies,unusual_seller_companies,median_company_sell_percentile,cluster_warning_candidate,insider_coverage_ok,insider_source_companies,news_companies_available,negative_days,positive_days,negative_company_days,positive_company_days,operational_days,raw_articles,raw_company_days,raw_text_articles,negative_categories,positive_categories,negative_companies,positive_companies,negative_company_day_rate,text_coverage_rate,baseline_news_companies,unusual_negative_companies,median_negative_percentile,news_coverage_ok,news_warning_candidate,news_cache_symbols_present,news_source_companies,source_provenance_available
2021-08-31,clean_energy,6,6,0,25,0,6,25,50433186.996400006,0.0,-50433186.996400006,6,0,0.6835443037974683,False,True,6,6,1,9,1,8,8,67,44,67,1,5,1,2,0.022727272727272728,1.0,2,0,0.4620253164556962,False,False,6,6,False
2021-08-31,crypto,5,4,0,13,3,4,13,292480657.9918,49999.8,-292430658.1918,3,1,0.9113924050632911,False,True,5,5,2,15,2,15,15,143,90,143,2,9,2,3,0.022222222222222223,1.0,2,0,0.8987341772151898,True,False,5,5,False
2021-09-30,AI/hyperscale,7,5,1,24,1,5,24,358872821.7826,74516.99,-358798304.7926,5,1,0.3875,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-09-30,clean_energy,6,6,0,18,0,6,18,37212408.44,0.0,-37212408.44,6,0,0.6625000000000001,False,True,6,6,1,8,1,7,7,58,44,58,1,5,1,2,0.022727272727272728,1.0,2,0,0.45625,False,False,6,6,False
2021-09-30,crypto,5,4,0,14,3,4,14,535380161.48880005,49999.8,-535330161.68880004,3,1,0.9,False,True,5,5,2,12,2,12,12,129,85,129,2,9,2,3,0.023529411764705882,1.0,2,0,0.8875,True,False,5,5,False
2021-10-31,AI/hyperscale,7,5,2,23,2,5,23,276164480.4926,477030.585,-275687449.90760005,5,1,0.38271604938271603,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-10-31,clean_energy,6,5,0,17,0,5,17,43778018.7872,0.0,-43778018.7872,6,0,0.47530864197530864,False,True,6,6,2,12,2,11,12,62,51,62,1,6,1,2,0.0392156862745098,1.0,2,1,0.4876543209876543,False,False,6,6,False
2021-10-31,crypto,5,3,0,13,0,3,13,598206490.178,0.0,-598206490.178,3,0,0.8888888888888888,False,True,5,5,2,12,2,12,13,121,80,121,2,7,2,3,0.025,1.0,3,0,0.8641975308641975,True,False,5,5,False
2021-11-30,AI/hyperscale,7,5,2,27,2,5,27,3846814034.6571007,477030.585,-3846337004.0721006,5,1,0.5975609756097561,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-11-30,clean_energy,6,5,0,25,0,5,25,79346612.0269,0.0,-79346612.0269,6,0,0.4817073170731707,False,True,6,6,1,10,1,9,10,58,48,57,1,7,1,2,0.020833333333333332,0.9827586206896551,2,0,0.4451219512195122,False,False,6,6,False
2021-11-30,crypto,5,3,0,13,0,3,13,574318536.9337,0.0,-574318536.9337,4,2,0.9451219512195121,True,True,5,5,5,7,5,6,11,118,77,118,2,5,2,3,0.06493506493506493,1.0,3,2,1.0,True,False,5,5,False
2021-12-31,AI/hyperscale,7,6,2,27,2,6,27,3878538881.1063995,527231.685,-3878011649.4213996,5,2,0.5662650602409639,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-12-31,clean_energy,6,5,0,29,0,5,29,90511488.33639999,0.0,-90511488.33639999,6,0,0.5481927710843374,False,True,6,6,2,13,2,11,13,57,43,56,2,8,2,2,0.046511627906976744,0.9824561403508771,2,0,0.9036144578313252,False,False,6,6,False
2021-12-31,crypto,5,4,0,17,0,4,17,377100056.0565999,0.0,-377100056.0565999,4,3,0.9337349397590362,True,True,5,5,9,9,8,8,15,162,87,162,3,8,2,3,0.09195402298850575,1.0,3,2,0.9879518072289156,True,False,5,5,False
2022-01-31,AI/hyperscale,7,6,2,26,2,6,26,3991560980.2764,1455572.41,-3990105407.8664002,5,2,0.5595238095238095,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-01-31,clean_energy,6,5,1,24,4,5,24,67826491.19039999,843356.8,-66983134.39039999,6,0,0.5297619047619048,False,True,6,6,1,5,1,4,5,46,37,45,1,3,1,1,0.02702702702702703,0.9782608695652174,2,0,0.4583333333333333,False,False,6,6,False
2022-01-31,crypto,5,4,0,17,0,4,17,254843956.44740003,0.0,-254843956.44740003,4,3,0.9166666666666666,True,True,5,5,8,6,7,5,11,169,91,169,3,5,2,3,0.07692307692307693,1.0,3,1,0.9285714285714286,True,False,5,5,False
2022-02-28,AI/hyperscale,7,6,3,19,3,6,19,409057308.4226,2456333.88,-406600974.5426,6,2,0.24705882352941178,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-02-28,clean_energy,6,5,1,20,6,5,20,46191237.7702,5860061.5264,-40331176.2438,6,0,0.4411764705882353,False,True,6,6,2,4,2,3,5,56,43,56,2,3,2,1,0.046511627906976744,1.0,2,0,0.888235294117647,False,False,6,6,False
2022-02-28,crypto,5,3,1,9,2,3,9,49982752.909899995,213131.26,-49769621.6499,4,1,0.8941176470588235,False,True,5,5,5,6,4,6,9,182,94,182,2,5,1,3,0.0425531914893617,1.0,3,1,0.0,True,False,5,5,False
2022-03-31,AI/hyperscale,7,5,4,21,4,5,21,799089267.2273002,2609119.766,-796480147.4613001,6,2,0.3430232558139535,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-03-31,clean_energy,6,5,1,21,6,5,21,67754167.2459,5860061.5264,-61894105.719500005,6,0,0.5697674418604651,False,True,6,6,1,1,1,1,2,63,47,63,1,1,1,1,0.02127659574468085,1.0,2,0,0.43023255813953487,False,False,6,6,False
2022-03-31,crypto,5,1,1,3,2,1,3,2947922.9461000003,213131.26,-2734791.6861000005,4,0,0.0,False,True,5,5,1,4,1,4,5,127,77,127,1,4,1,3,0.012987012987012988,1.0,3,0,0.0,True,False,5,5,False
2022-04-30,AI/hyperscale,7,6,3,26,3,6,26,1118240365.5135999,1352674.766,-1116887690.7475998,6,1,0.3505747126436782,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-04-30,clean_energy,6,5,1,22,5,5,22,66809697.3965,5712812.7264,-61096884.670099996,6,0,0.5689655172413792,False,True,6,6,1,2,1,2,3,71,52,71,1,1,1,1,0.019230769230769232,1.0,2,0,0.42528735632183906,False,False,6,6,False
2022-04-30,crypto,5,1,2,2,3,2,2,254188.86609999998,75596402.26,75342213.3939,4,0,0.40229885057471265,False,True,5,5,2,6,2,6,8,107,66,107,2,5,2,3,0.030303030303030304,1.0,3,0,0.8045977011494253,True,False,5,5,False
2022-05-31,AI/hyperscale,7,5,2,23,3,5,23,958526075.8701,13108398.1561,-945417677.714,6,1,0.28409090909090906,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-05-31,clean_energy,6,5,1,20,1,5,20,53567797.8629,701950.0,-52865847.8629,6,0,0.5170454545454546,False,True,6,6,1,7,1,4,4,70,51,70,1,5,1,2,0.0196078431372549,1.0,2,0,0.44886363636363635,False,False,6,6,False
2022-05-31,crypto,5,1,3,2,5,2,2,117637.528,83601381.4294,83483743.9014,4,0,0.3977272727272727,False,True,5,5,1,5,1,5,6,59,46,59,1,5,1,3,0.021739130434782608,1.0,3,0,0.0,True,False,5,5,False
2022-06-30,AI/hyperscale,7,5,1,21,1,5,21,917816478.2279999,12756484.8601,-905059993.3678999,6,1,0.4662921348314607,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-06-30,clean_energy,6,4,1,21,2,4,21,43578792.441,1705585.6,-41873206.841,6,0,0.4662921348314607,False,True,6,6,1,8,1,5,5,75,48,75,1,6,1,2,0.020833333333333332,1.0,2,0,0.4438202247191011,False,False,6,6,False
2022-06-30,crypto,5,1,3,2,6,2,2,117637.528,84209381.4294,84091743.9014,4,0,0.39325842696629215,False,True,5,5,1,5,1,5,6,56,44,56,1,5,1,3,0.022727272727272728,1.0,3,0,0.0,True,False,5,5,False
2022-07-31,AI/hyperscale,7,4,1,17,1,4,17,477045328.0598,12756484.8601,-464288843.19970006,6,0,0.46111111111111114,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-07-31,clean_energy,6,4,1,22,3,4,22,63652192.5943,2716747.5700000003,-60935445.0243,6,0,0.5888888888888889,False,True,6,6,1,4,1,4,4,85,50,85,1,4,1,2,0.02,1.0,2,0,0.4388888888888889,False,False,6,6,False
2022-07-31,crypto,5,1,3,1,5,1,1,73312.528,8826110.429399999,8752797.901399998,4,0,0.0,False,True,5,5,1,3,1,3,4,54,43,54,1,3,1,2,0.023255813953488372,1.0,3,0,0.0,True,False,5,5,False
2022-08-31,AI/hyperscale,7,4,0,17,0,4,17,427956072.8787,0.0,-427956072.8787,6,0,0.36813186813186816,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-08-31,clean_energy,6,4,2,25,5,4,25,73703156.24040002,3264710.25,-70438445.99040002,6,0,0.6373626373626373,False,True,6,6,2,4,2,4,5,85,51,85,2,3,1,1,0.0392156862745098,1.0,2,1,0.4835164835164835,False,False,6,6,False
2022-08-31,crypto,5,1,3,1,3,1,1,595490.88,1795469.23,1199978.35,4,0,0.0,False,True,5,5,3,3,3,2,5,80,57,80,3,3,2,2,0.05263157894736842,1.0,3,1,0.8021978021978022,True,False,5,5,False
2022-09-30,AI/hyperscale,7,4,0,16,0,4,16,61166183.2513725,0.0,-61166183.2513725,6,0,0.07608695652173914,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-09-30,clean_energy,6,5,2,23,4,5,23,80533728.12779999,2261074.65,-78272653.47779998,6,0,0.6304347826086956,False,True,6,6,3,5,3,5,7,82,54,82,3,3,2,2,0.05555555555555555,1.0,2,1,0.9130434782608696,False,False,6,6,False
2022-09-30,crypto,5,2,2,2,2,2,2,662390.88,3018433.54,2356042.66,4,0,0.4076086956521739,False,True,5,5,4,5,4,4,7,88,59,88,4,4,3,2,0.06779661016949153,1.0,3,1,0.9021739130434783,True,False,5,5,False
2022-10-31,AI/hyperscale,7,5,1,17,1,5,17,93719428.6233725,13600000.0,-80119428.6233725,6,0,0.3225806451612903,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-10-31,clean_energy,6,5,1,18,2,5,18,74034984.0847,1049798.28,-72985185.8047,6,0,0.489247311827957,False,True,6,6,3,3,3,3,6,55,42,54,2,2,2,2,0.07142857142857142,0.9818181818181818,2,1,0.913978494623656,False,False,6,6,False
2022-10-31,crypto,5,2,2,2,2,2,2,662390.88,4542278.21,3879887.33,4,0,0.4032258064516129,False,True,5,5,3,4,3,4,6,81,55,81,3,3,3,1,0.05454545454545454,1.0,3,0,0.8602150537634409,True,False,5,5,False
2022-11-30,AI/hyperscale,7,5,1,20,2,5,20,103102028.9608725,38426058.6904,-64675970.270472504,6,0,0.37765957446808507,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-11-30,clean_energy,6,5,0,20,0,5,20,81469315.35370001,0.0,-81469315.35370001,6,0,0.43617021276595747,False,True,6,6,2,6,2,5,7,55,39,54,1,4,1,2,0.05128205128205128,0.9818181818181818,2,1,0.4946808510638298,False,False,6,6,False
2022-11-30,crypto,5,2,1,5,1,2,5,7621847.032900001,4477547.38,-3144299.652900001,4,0,0.42021276595744683,False,True,5,5,1,4,1,4,4,54,41,54,1,3,1,1,0.024390243902439025,1.0,3,0,0.0,True,False,5,5,False
2022-12-31,AI/hyperscale,7,6,1,22,2,6,22,117326448.95780002,38426058.6904,-78900390.26740003,6,0,0.34736842105263155,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2022-12-31,clean_energy,6,5,0,24,0,5,24,91685956.6927,0.0,-91685956.6927,6,1,0.4894736842105263,False,True,6,6,1,4,1,3,4,50,37,49,1,3,1,1,0.02702702702702703,0.98,2,0,0.42105263157894735,False,False,6,6,False
2022-12-31,crypto,5,2,2,7,5,2,7,16538831.8243,5398909.7700000005,-11139922.054299999,4,0,0.42105263157894735,False,True,5,5,1,1,1,1,2,49,41,49,1,1,1,1,0.024390243902439025,1.0,3,0,0.0,True,False,5,5,False
2023-01-31,AI/hyperscale,7,6,1,23,1,6,23,126137762.7529,24826058.690399997,-101311704.0625,6,0,0.359375,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-01-31,clean_energy,6,4,0,19,0,4,19,80844374.30530001,0.0,-80844374.30530001,6,0,0.40625,False,True,6,6,1,9,1,6,7,59,42,59,1,5,1,2,0.023809523809523808,1.0,2,0,0.4166666666666667,False,False,6,6,False
2023-01-31,crypto,5,2,2,7,5,2,7,22106675.2439,5351395.92,-16755279.323900001,4,0,0.4166666666666667,False,True,5,5,6,2,5,2,6,64,54,64,4,2,3,2,0.09259259259259259,1.0,3,2,0.9270833333333334,True,True,5,5,False
2023-02-28,AI/hyperscale,7,6,0,24,0,6,24,121864930.648,0.0,-121864930.648,6,0,0.36597938144329895,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-02-28,clean_energy,6,4,1,16,7,4,16,66642418.70950001,2233833.24,-64408585.469500005,6,0,0.36597938144329895,False,True,6,6,1,8,1,5,6,54,38,54,1,5,1,2,0.02631578947368421,1.0,2,0,0.41237113402061853,False,False,6,6,False
2023-02-28,crypto,5,3,2,9,5,3,9,31349059.707900006,4591659.97,-26757399.737900008,4,0,0.845360824742268,False,True,5,5,7,4,6,4,9,76,65,76,4,3,3,2,0.09230769230769231,1.0,3,2,0.9175257731958762,True,True,5,5,False
2023-03-31,AI/hyperscale,7,6,1,24,1,6,24,112363097.3916,18988146.0958,-93374951.2958,6,0,0.3520408163265306,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-03-31,clean_energy,6,4,2,15,9,4,15,24961899.5309,2683747.79,-22278151.740900002,6,0,0.4897959183673469,False,True,6,6,1,9,1,6,7,57,43,57,1,5,1,2,0.023255813953488372,1.0,2,0,0.40816326530612246,False,False,6,6,False
2023-03-31,crypto,5,3,2,7,3,3,7,30422768.318299998,2271539.3671999997,-28151228.9511,4,0,0.8316326530612245,False,True,5,5,14,6,13,6,18,112,81,112,4,4,3,2,0.16049382716049382,1.0,3,3,0.9387755102040817,True,True,5,5,False
2023-04-30,AI/hyperscale,7,6,1,24,1,6,24,538470533.6396,18988146.0958,-519482387.54380006,6,1,0.3535353535353536,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-04-30,clean_energy,6,4,3,15,10,4,15,19304365.740100004,12743127.912400002,-6561237.827700002,6,0,0.4797979797979798,False,True,6,6,0,9,0,7,7,57,42,57,0,4,0,2,0.0,1.0,2,0,0.0,False,False,6,6,False
2023-04-30,crypto,5,3,2,6,4,3,6,28509262.777900003,840631.7122000001,-27668631.065700002,4,0,0.8333333333333334,False,True,5,5,11,5,11,5,16,114,78,114,3,3,2,2,0.14102564102564102,1.0,3,2,0.9292929292929293,True,True,5,5,False
2023-05-31,AI/hyperscale,7,6,1,27,2,6,27,634868454.1982,38658837.2204,-596209616.9778,6,2,0.575,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-05-31,clean_energy,6,4,2,18,3,4,18,21281239.7344,10708316.649400001,-10572923.084999999,6,0,0.46,False,True,6,6,0,7,0,7,7,56,43,56,0,3,0,1,0.0,1.0,2,0,0.0,False,False,6,6,False
2023-05-31,crypto,5,2,2,6,4,2,6,17168542.3295,50133674.5524,32965132.2229,4,0,0.42,False,True,5,5,10,5,10,5,15,134,89,134,3,4,2,2,0.11235955056179775,1.0,3,1,0.81,True,False,5,5,False
2023-06-30,AI/hyperscale,7,6,1,33,2,6,33,1710938057.7528996,19670691.124599997,-1691267366.6282997,6,3,0.6287128712871287,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-06-30,clean_energy,6,5,2,17,3,5,17,19338379.4966,11618389.421400001,-7719990.075199997,6,0,0.42574257425742573,False,True,6,6,0,11,0,11,11,60,44,60,0,5,0,2,0.0,1.0,2,0,0.0,False,False,6,6,False
2023-06-30,crypto,5,3,1,14,3,3,14,41720044.9387,50080425.6052,8360380.666500002,4,1,0.8613861386138614,False,True,5,5,4,6,4,6,10,118,84,118,3,3,2,2,0.047619047619047616,1.0,3,1,0.801980198019802,True,False,5,5,False
2023-07-31,AI/hyperscale,7,6,1,31,2,6,31,1242477482.7777,19670691.124599997,-1222806791.6531,6,3,0.5931372549019608,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-07-31,clean_energy,6,5,1,18,1,5,18,19728319.2251,1009987.3219999999,-18718331.9031,6,0,0.4068627450980392,False,True,6,6,2,13,2,12,14,65,50,65,1,5,1,2,0.04,1.0,2,1,0.49019607843137253,False,False,6,6,False
2023-07-31,crypto,5,3,1,14,1,3,14,57585374.32040001,50035002.4402,-7550371.880200006,4,1,0.8774509803921569,False,True,5,5,2,10,2,10,12,146,91,146,1,7,1,3,0.02197802197802198,1.0,3,1,0.0,True,False,5,5,False
2023-08-31,AI/hyperscale,7,6,0,29,0,6,29,1202829148.7728,0.0,-1202829148.7728,6,2,0.7184466019417475,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-08-31,clean_energy,6,4,2,17,4,4,17,16801017.550199997,2118474.8219999997,-14682542.728199996,6,0,0.15048543689320387,False,True,6,6,10,12,8,11,18,95,58,95,7,5,2,2,0.13793103448275862,1.0,2,2,1.0,False,False,6,6,False
2023-08-31,crypto,5,4,0,13,0,4,13,56844649.63340001,0.0,-56844649.63340001,4,1,0.8980582524271845,False,True,5,5,6,16,5,16,20,146,93,146,6,7,2,3,0.053763440860215055,1.0,3,2,0.9223300970873787,True,False,5,5,False
2023-09-30,AI/hyperscale,7,6,1,21,2,6,21,242758079.232572,10451239.8,-232306839.43257198,6,0,0.5144230769230769,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-09-30,clean_energy,6,2,3,12,4,2,12,8246500.0971,5110414.29,-3136085.8071,6,0,0.0,False,True,6,6,11,8,9,7,15,103,67,103,8,5,2,2,0.13432835820895522,1.0,2,2,0.9951923076923077,False,False,6,6,False
2023-09-30,crypto,5,4,0,10,0,4,10,26924262.598,0.0,-26924262.598,4,1,0.8605769230769231,False,True,5,5,6,15,5,15,19,146,94,146,6,8,2,3,0.05319148936170213,1.0,3,2,0.9134615384615384,True,False,5,5,False
2023-10-31,AI/hyperscale,7,5,1,18,2,5,18,207846754.45467198,10451239.8,-197395514.65467197,6,0,0.4666666666666667,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-10-31,clean_energy,6,3,3,11,5,3,11,6358894.049999999,80110423.71000001,73751529.66000001,6,0,0.1523809523809524,False,True,6,6,21,5,16,5,21,131,79,131,8,4,2,2,0.20253164556962025,1.0,2,2,1.0,False,False,6,6,False
2023-10-31,crypto,5,4,0,9,0,4,9,7308494.6371,0.0,-7308494.6371,4,1,0.8,False,True,5,5,6,11,5,11,15,128,97,128,6,6,2,3,0.05154639175257732,1.0,3,2,0.9047619047619048,True,False,5,5,False
2023-11-30,AI/hyperscale,7,6,1,23,2,6,23,203536634.763272,10451239.8,-193085394.96327198,6,0,0.44339622641509435,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-11-30,clean_energy,6,3,3,9,5,3,9,2617416.7784,80555891.437,77938474.6586,6,0,0.1509433962264151,False,True,6,6,27,5,21,5,26,185,95,184,8,3,2,2,0.22105263157894736,0.9945945945945946,2,2,0.9952830188679245,False,False,6,6,False
2023-11-30,crypto,5,2,0,11,0,2,11,35631491.258,0.0,-35631491.258,4,0,0.41037735849056606,False,True,5,5,2,4,2,4,5,117,90,117,1,3,1,2,0.022222222222222223,1.0,3,0,0.0,True,False,5,5,False
2023-12-31,AI/hyperscale,7,6,0,29,0,6,29,176743008.4591,0.0,-176743008.4591,6,0,0.46728971962616817,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2023-12-31,clean_energy,6,4,3,11,5,4,11,13323885.8508,77060479.647,63736593.7962,6,0,0.40186915887850466,False,True,6,6,29,5,23,5,28,217,101,216,8,3,2,2,0.22772277227722773,0.9953917050691244,2,2,0.9906542056074766,False,False,6,6,False
2023-12-31,crypto,5,4,1,16,1,4,16,180286261.81390002,168100.4879,-180118161.32600003,4,1,0.8598130841121495,False,True,5,5,3,4,3,4,6,156,106,156,2,3,1,3,0.02830188679245283,1.0,3,1,0.0,True,False,5,5,False
2024-01-31,AI/hyperscale,7,6,0,29,0,6,29,237938789.88279998,0.0,-237938789.88279998,6,0,0.5601851851851852,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-01-31,clean_energy,6,3,3,8,4,3,8,12074747.617400002,2060470.227,-10014277.390400002,6,0,0.16203703703703703,False,True,6,6,21,1,17,1,18,169,85,169,7,1,2,1,0.2,1.0,2,2,0.9675925925925926,False,False,6,6,False
2024-01-31,crypto,5,5,1,20,1,5,20,302797685.9954,168100.4879,-302629585.5075,4,2,0.8888888888888888,True,True,5,5,2,2,2,2,3,164,103,164,2,2,1,2,0.019417475728155338,1.0,3,0,0.0,True,False,5,5,False
2024-02-29,AI/hyperscale,7,7,0,34,0,7,34,9196363647.659197,0.0,-9196363647.659197,6,1,0.8073394495412844,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-02-29,clean_energy,6,4,2,9,3,4,9,14980565.141500002,2105369.0,-12875196.141500002,6,0,0.3532110091743119,False,True,6,6,22,5,17,5,21,137,74,137,7,4,2,2,0.22972972972972974,1.0,2,2,0.963302752293578,False,False,6,6,False
2024-02-29,crypto,5,5,1,30,1,5,30,570139350.7428999,168100.4879,-569971250.2549999,4,2,0.9036697247706422,True,True,5,5,3,11,3,10,13,212,123,212,2,7,2,3,0.024390243902439025,1.0,3,0,0.7522935779816514,True,False,5,5,False
2024-03-31,AI/hyperscale,7,7,0,38,0,7,38,10532355606.15368,0.0,-10532355606.15368,6,2,0.8136363636363637,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-03-31,clean_energy,6,4,4,15,4,4,15,12599936.2926,2170395.0,-10429541.2926,6,0,0.2409090909090909,False,True,6,6,17,4,13,4,16,95,60,95,7,3,2,1,0.21666666666666667,1.0,2,2,0.95,False,False,6,6,False
2024-03-31,crypto,5,5,0,30,0,5,30,815340346.2557,0.0,-815340346.2557,4,2,0.9045454545454545,True,True,5,5,3,12,3,11,14,226,135,226,1,7,1,3,0.022222222222222223,1.0,3,1,0.0,True,False,5,5,False
2024-04-30,AI/hyperscale,7,6,0,35,0,6,35,10555326242.616577,0.0,-10555326242.616577,6,2,0.8108108108108107,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-04-30,clean_energy,6,4,4,16,4,4,16,22035219.454600003,2170395.0,-19864824.454600003,6,0,0.33783783783783783,False,True,6,6,8,7,6,7,12,82,55,82,4,4,2,2,0.10909090909090909,1.0,2,1,0.8468468468468469,False,False,6,6,False
2024-04-30,crypto,5,4,0,28,0,4,28,861028350.6426,0.0,-861028350.6426,4,2,0.8738738738738738,True,True,5,5,3,15,3,14,17,256,146,256,1,8,1,3,0.02054794520547945,1.0,3,0,0.0,True,False,5,5,False
2024-05-31,AI/hyperscale,7,6,0,41,0,6,41,1702507037.47258,0.0,-1702507037.47258,6,1,0.6473214285714286,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-05-31,clean_energy,6,4,3,22,3,5,22,74449233.33680001,988513.0,-73460720.33680001,6,1,0.5892857142857142,False,True,6,6,2,7,2,7,9,61,50,61,2,4,1,2,0.04,1.0,2,0,0.4375,False,False,6,6,False
2024-05-31,crypto,5,4,0,17,0,4,17,590160723.5708001,0.0,-590160723.5708001,4,2,0.8258928571428572,True,True,5,5,3,8,3,8,11,256,144,256,3,6,2,3,0.020833333333333332,1.0,3,0,0.75,True,False,5,5,False
2024-06-30,AI/hyperscale,7,7,0,39,0,7,39,829770271.4693,0.0,-829770271.4693,6,1,0.47787610619469023,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-06-30,clean_energy,6,4,1,24,1,5,24,83487104.9617,416972.0,-83070132.9617,6,1,0.6327433628318584,False,True,6,6,5,7,3,7,10,61,47,61,3,5,1,2,0.06382978723404255,1.0,2,1,0.46017699115044247,False,False,6,6,False
2024-06-30,crypto,5,3,0,16,0,4,16,276321169.7528,0.0,-276321169.7528,4,1,0.8805309734513274,False,True,5,5,4,10,4,10,13,245,134,245,4,7,3,3,0.029850746268656716,1.0,3,0,0.8672566371681416,True,False,5,5,False
2024-07-31,AI/hyperscale,7,7,0,43,0,7,43,3472710721.0938,0.0,-3472710721.0938,6,1,0.7938596491228069,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-07-31,clean_energy,6,4,0,21,0,5,21,75094876.4771,0.0,-75094876.4771,6,1,0.5877192982456141,False,True,6,6,11,5,6,5,11,82,57,82,5,4,1,2,0.10526315789473684,1.0,2,1,0.47368421052631576,False,False,6,6,False
2024-07-31,crypto,5,4,0,15,0,4,15,122903200.33110002,0.0,-122903200.33110002,5,0,0.8596491228070176,False,True,5,5,7,7,7,7,13,219,132,219,6,4,3,3,0.05303030303030303,1.0,3,2,0.9122807017543859,True,False,5,5,False
2024-08-31,AI/hyperscale,7,7,0,34,0,7,34,3610510406.2681003,0.0,-3610510406.2681003,6,1,0.8304347826086956,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-08-31,clean_energy,6,4,0,18,0,5,18,31544912.6895,0.0,-31544912.6895,6,0,0.5826086956521739,False,True,6,6,12,4,6,4,10,91,55,91,7,3,2,2,0.10909090909090909,1.0,2,1,0.8391304347826087,False,False,6,6,False
2024-08-31,crypto,5,5,0,17,0,5,17,113563713.6038,0.0,-113563713.6038,5,1,0.8521739130434782,False,True,5,5,6,8,6,8,13,192,123,192,5,5,3,3,0.04878048780487805,1.0,3,1,0.8608695652173913,True,False,5,5,False
2024-09-30,AI/hyperscale,7,7,0,38,0,7,38,3522742445.8899264,0.0,-3522742445.8899264,6,1,0.8189655172413792,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2024-09-30,clean_energy,6,3,0,13,0,4,13,18591556.9841,0.0,-18591556.9841,6,0,0.5086206896551724,False,True,6,6,9,3,5,3,8,81,49,81,7,2,2,1,0.10204081632653061,1.0,2,1,0.8232758620689655,False,False,6,6,False
