month,theme,companies_available,companies_with_sell,companies_with_buy,seller_count,buyer_count,sell_transaction_count,sell_insider_count,sell_dollars,buy_dollars,net_dollars,baseline_companies,unusual_seller_companies,median_company_sell_percentile,cluster_warning_candidate,insider_coverage_ok,insider_source_companies,news_companies_available,negative_days,positive_days,negative_company_days,positive_company_days,operational_days,raw_articles,raw_company_days,raw_text_articles,negative_categories,positive_categories,negative_companies,positive_companies,negative_company_day_rate,text_coverage_rate,baseline_news_companies,unusual_negative_companies,median_negative_percentile,news_coverage_ok,news_warning_candidate,news_cache_symbols_present,news_source_companies,source_provenance_available
2018-04-30,AI/hyperscale,7,5,1,21,1,5,21,130456305.6681,85478486.44,-44977819.2281,5,0,0.5128205128205128,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-04-30,clean_energy,6,5,2,24,2,5,24,49080589.834599994,320780.0,-48759809.834599994,5,1,0.8205128205128205,False,True,6,6,0,0,0,0,0,2,2,2,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-04-30,crypto,5,1,0,1,0,1,1,90000.0,0.0,-90000.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2018-05-31,AI/hyperscale,7,4,1,21,2,4,21,172027380.0142,85505268.88928334,-86522111.12491666,5,0,0.6,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-05-31,clean_energy,6,5,1,21,1,5,21,59259586.1316,8619767.48,-50639818.6516,5,2,0.825,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-05-31,crypto,5,1,0,1,0,1,1,2337380.0,0.0,-2337380.0,2,0,0.4625,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2018-06-30,AI/hyperscale,7,5,2,24,3,5,24,231499738.4968,86055874.48928334,-145443864.00751668,5,0,0.5365853658536586,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-06-30,clean_energy,6,4,1,15,1,4,15,44824778.61100001,36058704.5501,-8766074.06090001,5,2,0.5121951219512195,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-06-30,crypto,5,1,0,1,0,1,1,2337380.0,0.0,-2337380.0,2,0,0.45121951219512196,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2018-07-31,AI/hyperscale,7,5,1,25,2,5,25,212491636.3047,577388.04928334,-211914248.25541666,5,0,0.5476190476190477,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-07-31,clean_energy,6,4,1,12,1,4,12,38422289.6222,36905715.578899994,-1516574.0433000028,5,1,0.3333333333333333,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-07-31,crypto,5,1,0,1,0,1,1,1885270.0,0.0,-1885270.0,2,0,0.44047619047619047,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2018-08-31,AI/hyperscale,7,5,1,26,1,5,26,191589288.7765,550605.6,-191038683.1765,5,0,0.5116279069767442,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-08-31,clean_energy,6,4,2,15,3,4,15,17421193.5687,40098701.9109,22677508.342199996,6,1,0.4651162790697675,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-08-31,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,0,0,,False,False,5,5,False
2018-09-30,AI/hyperscale,7,5,0,23,0,5,23,164261385.4969,0.0,-164261385.4969,5,0,0.25,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-09-30,clean_energy,6,5,2,13,3,5,13,17512300.014799997,12659764.8408,-4852535.173999997,6,1,0.6590909090909092,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-09-30,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,0,0,,False,False,5,5,False
2018-10-31,AI/hyperscale,7,5,0,24,0,5,24,236780443.10669997,0.0,-236780443.10669997,5,0,0.26666666666666666,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-10-31,clean_energy,6,5,2,12,3,5,12,14867336.336099999,15964979.7308,1097643.3947,6,1,0.5444444444444445,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-10-31,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,0,0,,False,False,5,5,False
2018-11-30,AI/hyperscale,7,5,0,21,0,5,21,170668845.4816,0.0,-170668845.4816,5,0,0.2608695652173913,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-11-30,clean_energy,6,4,2,11,2,4,11,22158034.7071,25392641.1318,3234606.4246999994,6,2,0.5434782608695652,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-11-30,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2018-12-31,AI/hyperscale,7,5,0,21,0,5,21,134483020.22410002,0.0,-134483020.22410002,5,0,0.3829787234042553,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2018-12-31,clean_energy,6,3,2,12,2,4,12,26921464.615199998,39078601.2332,12157136.618,6,2,0.6276595744680851,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2018-12-31,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2019-01-31,AI/hyperscale,7,5,0,20,0,5,20,53908638.13130001,0.0,-53908638.13130001,5,0,0.20833333333333334,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-01-31,clean_energy,6,2,2,11,2,3,11,25079286.2192,36424662.048999995,11345375.829799995,6,1,0.17708333333333334,False,True,6,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0.0,False,False,6,6,False
2019-01-31,crypto,5,0,1,0,2,0,0,0.0,62250.0,62250.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2019-02-28,AI/hyperscale,7,5,0,19,0,5,19,80795594.6604,0.0,-80795594.6604,5,0,0.24489795918367346,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-02-28,clean_energy,6,2,1,10,1,3,10,14928287.6902,15184246.836000001,255959.14580000192,6,1,0.17346938775510204,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-02-28,crypto,5,0,1,0,2,0,0,0.0,62250.0,62250.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2019-03-31,AI/hyperscale,7,5,0,24,0,5,24,449238543.8584,0.0,-449238543.8584,5,1,0.5,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-03-31,clean_energy,6,4,3,15,5,4,15,44156949.5568,12979979.0908,-31176970.466,6,3,0.6599999999999999,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-03-31,crypto,5,0,1,0,2,0,0,0.0,62250.0,62250.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2019-04-30,AI/hyperscale,7,5,0,24,0,5,24,459233584.51739997,0.0,-459233584.51739997,5,1,0.5686274509803921,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-04-30,clean_energy,6,4,3,16,5,4,16,47055475.5478,12979979.0908,-34075496.456999995,6,3,0.803921568627451,True,True,6,6,0,0,0,0,0,2,2,2,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-04-30,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2019-05-31,AI/hyperscale,7,5,0,22,0,5,22,501435297.1619,0.0,-501435297.1619,5,1,0.5961538461538461,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-05-31,clean_energy,6,5,3,22,5,5,22,62847936.64320002,16909914.9188,-45938021.72440001,6,3,0.8942307692307692,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-05-31,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2019-06-30,AI/hyperscale,7,5,0,21,0,5,21,208143921.4752,0.0,-208143921.4752,5,0,0.5094339622641509,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-06-30,clean_energy,6,5,1,21,1,5,21,33585026.05239999,57512812.64300001,23927786.590600014,6,1,0.8584905660377359,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-06-30,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2019-07-31,AI/hyperscale,7,5,0,21,0,5,21,2004622241.7868,0.0,-2004622241.7868,5,1,0.3888888888888889,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-07-31,clean_energy,6,5,1,22,1,5,22,36535452.5495,58361571.848000005,21826119.2985,6,1,0.8796296296296295,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-07-31,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0.0,False,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,5,5,False
2019-08-31,AI/hyperscale,7,5,0,21,0,5,21,2986858467.1935005,0.0,-2986858467.1935005,5,1,0.4909090909090909,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-08-31,clean_energy,6,5,1,27,1,5,27,49609602.4991,85637179.028,36027576.5289,6,0,0.8727272727272727,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-08-31,crypto,5,0,1,0,2,0,0,0.0,263474.0,263474.0,2,0,0.0,False,True,5,5,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,0,0,,False,False,5,5,False
2019-09-30,AI/hyperscale,7,5,0,23,0,5,23,3011502456.0985994,0.0,-3011502456.0985994,5,1,0.3392857142857143,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-09-30,clean_energy,6,5,1,28,1,5,28,56371798.8823,109545716.21299998,53173917.33069999,6,2,0.875,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-09-30,crypto,5,0,1,0,2,0,0,0.0,271280.5,271280.5,2,0,0.0,False,True,5,5,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,0,0,,False,False,5,5,False
2019-10-31,AI/hyperscale,7,5,1,26,1,6,26,1160614144.0816,172606.0,-1160441538.0816,5,0,0.3684210526315789,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-10-31,clean_energy,6,5,1,29,1,5,29,58125163.4032,125951721.30999999,67826557.90679999,6,3,0.8771929824561403,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-10-31,crypto,5,0,1,0,2,0,0,0.0,271280.5,271280.5,2,0,0.0,False,True,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0.0,1.0,0,0,,False,False,5,5,False
2019-11-30,AI/hyperscale,7,5,1,27,1,6,27,176327976.0525,172606.0,-176155370.0525,5,0,0.39655172413793105,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-11-30,clean_energy,6,5,2,19,3,5,19,29864262.181199998,95100090.302,65235828.1208,6,1,0.7068965517241379,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-11-30,crypto,5,0,0,0,1,0,0,0.0,32541.5,32541.5,3,0,0.0,False,True,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0.0,1.0,0,0,,False,False,5,5,False
2019-12-31,AI/hyperscale,7,5,1,19,1,5,19,74783260.8738,172606.0,-74610654.8738,5,0,0.3389830508474576,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2019-12-31,clean_energy,6,5,2,19,3,5,19,25079017.863199998,17608676.302,-7470341.561199997,6,1,0.6779661016949152,False,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2019-12-31,crypto,5,0,0,0,1,0,0,0.0,24735.0,24735.0,3,0,0.0,False,True,5,5,0,1,0,1,1,3,3,3,0,1,0,1,0.0,1.0,0,0,,False,False,5,5,False
2020-01-31,AI/hyperscale,7,5,1,18,1,5,18,145035696.50919998,187500.0,-144848196.50919998,5,0,0.5166666666666667,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-01-31,clean_energy,6,6,1,21,2,6,21,43324236.72450001,353912.0,-42970324.72450001,6,2,0.8583333333333334,True,True,6,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0.0,False,False,6,6,False
2020-01-31,crypto,5,0,0,0,1,0,0,0.0,24735.0,24735.0,3,0,0.0,False,True,5,5,0,1,0,1,1,5,5,5,0,1,0,1,0.0,1.0,0,0,,False,False,5,5,False
2020-02-29,AI/hyperscale,7,5,1,19,1,5,19,4309442922.334701,187500.0,-4309255422.334701,5,1,0.7213114754098361,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-02-29,clean_energy,6,6,1,28,1,6,28,177946212.24930003,826500.0,-177119712.24930003,6,4,0.9508196721311475,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2020-02-29,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0.0,False,True,5,5,0,1,0,1,1,4,4,4,0,1,0,1,0.0,1.0,0,0,,False,False,5,5,False
2020-03-31,AI/hyperscale,7,5,2,21,2,5,21,4378128239.7643,1611662.0,-4376516577.7643,5,1,0.6612903225806451,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-03-31,clean_energy,6,6,1,32,2,6,32,201030423.7694,2162500.0,-198867923.7694,6,5,0.967741935483871,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2020-03-31,crypto,5,0,1,0,1,0,0,0.0,260160.00000000003,260160.00000000003,3,0,0.0,False,True,5,5,0,0,0,0,0,3,3,3,0,0,0,0,0.0,1.0,0,0,,False,False,5,5,False
2020-04-30,AI/hyperscale,7,5,2,24,2,5,24,4335010231.5262,1617203.3101,-4333393028.216101,5,1,0.8412698412698413,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-04-30,clean_energy,6,6,1,33,2,6,33,190061542.9031,2162500.0,-187899042.9031,6,4,0.9365079365079365,True,True,6,6,0,0,0,0,0,2,2,2,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2020-04-30,crypto,5,0,1,0,1,0,0,0.0,260160.00000000003,260160.00000000003,3,0,0.0,False,True,5,5,0,1,0,1,1,2,2,2,0,1,0,1,0.0,1.0,0,0,,False,False,5,5,False
2020-05-31,AI/hyperscale,7,5,2,24,2,5,24,319334166.00585115,1617203.3101,-317716962.69575113,5,0,0.640625,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-05-31,clean_energy,6,6,2,26,3,6,26,893634059.2996998,24910399.39,-868723659.9096998,6,3,0.8671875,True,True,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2020-05-31,crypto,5,0,1,0,1,0,0,0.0,260160.00000000003,260160.00000000003,3,0,0.0,False,True,5,5,0,1,0,1,1,7,7,7,0,1,0,1,0.0,1.0,0,0,,False,False,5,5,False
2020-06-30,AI/hyperscale,7,5,1,25,1,5,25,703666944.3392513,193041.31009999997,-703473903.0291513,5,2,0.8,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-06-30,clean_energy,6,6,1,33,1,6,33,1010176507.0998999,23574399.39,-986602107.7098999,6,3,0.8692307692307693,True,True,6,6,0,0,0,0,0,4,3,4,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2020-06-30,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0.0,False,True,5,5,0,1,0,1,1,12,12,11,0,1,0,1,0.0,0.9166666666666666,0,0,,False,False,5,5,False
2020-07-31,AI/hyperscale,7,5,1,27,2,5,27,1017139033.5155512,295445.57,-1016843587.9455512,5,2,0.8636363636363636,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-07-31,clean_energy,6,6,1,36,1,6,36,1039871498.6265999,23574399.39,-1016297099.2365999,6,4,0.9621212121212122,True,True,6,6,0,0,0,0,0,7,5,7,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2020-07-31,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0.0,False,True,5,5,0,0,0,0,0,16,16,15,0,0,0,0,0.0,0.9375,0,0,,False,False,5,5,False
2020-08-31,AI/hyperscale,7,5,1,24,2,5,24,4120870897.8432,295445.57,-4120575452.2732,5,3,0.9552238805970149,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-08-31,clean_energy,6,6,0,33,0,6,33,221712698.4476,0.0,-221712698.4476,6,3,0.9104477611940298,True,True,6,6,0,0,0,0,0,7,5,7,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2020-08-31,crypto,5,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0.0,False,True,5,5,1,1,1,1,2,30,24,29,1,1,1,1,0.041666666666666664,0.9666666666666667,0,0,,False,False,5,5,False
2020-09-30,AI/hyperscale,7,5,2,24,3,5,24,192618153575.92758,37324838.6,-192580828737.32758,5,3,0.9411764705882353,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-09-30,clean_energy,6,6,0,30,0,6,30,721862058.0445001,0.0,-721862058.0445001,6,4,0.9926470588235294,True,True,6,6,0,0,0,0,0,6,5,6,0,0,0,0,0.0,1.0,1,0,0.0,False,False,6,6,False
2020-09-30,crypto,5,1,0,1,0,1,1,154238.0,0.0,-154238.0,3,0,0.0,False,True,5,5,1,1,1,1,2,36,27,36,1,1,1,1,0.037037037037037035,1.0,0,0,,False,False,5,5,False
2020-10-31,AI/hyperscale,7,5,3,25,4,5,25,192613163460.01138,37627202.2911,-192575536257.72028,5,3,0.927536231884058,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-10-31,clean_energy,6,6,0,34,0,6,34,2468050047.2541,0.0,-2468050047.2541,6,5,1.0,True,True,6,6,2,0,1,0,1,12,10,12,2,0,1,0,0.1,1.0,1,0,1.0,False,False,6,6,False
2020-10-31,crypto,5,1,0,1,0,1,1,154238.0,0.0,-154238.0,3,0,0.0,False,True,5,5,1,3,1,3,4,134,54,133,1,3,1,2,0.018518518518518517,0.9925373134328358,0,0,,False,False,5,5,False
2020-11-30,AI/hyperscale,7,5,3,25,4,5,25,192491124268.4075,37627202.2911,-192453497066.1164,5,2,0.8714285714285714,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-11-30,clean_energy,6,6,0,38,0,6,38,2781067209.7862005,0.0,-2781067209.7862005,6,5,0.9928571428571429,True,True,6,6,4,5,3,5,7,57,33,57,4,4,2,2,0.09090909090909091,1.0,1,1,1.0,False,False,6,6,False
2020-11-30,crypto,5,2,0,8,0,2,8,37316026.77,0.0,-37316026.77,3,2,1.0,True,True,5,5,0,3,0,3,3,130,51,129,0,2,0,1,0.0,0.9923076923076923,0,0,,False,False,5,5,False
2020-12-31,AI/hyperscale,7,5,3,28,3,5,28,3450087993.5301003,476859.0711,-3449611134.459,5,1,0.8309859154929577,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2020-12-31,clean_energy,6,6,0,50,0,6,50,2306644237.6022997,0.0,-2306644237.6022997,6,6,0.9436619718309859,True,True,6,6,4,5,3,5,7,89,56,89,4,4,2,2,0.05357142857142857,1.0,1,1,0.9859154929577465,False,False,6,6,False
2020-12-31,crypto,5,3,0,12,0,3,12,57838914.57,0.0,-57838914.57,3,3,1.0,True,True,5,5,0,10,0,10,10,176,75,175,0,8,0,3,0.0,0.9943181818181818,1,0,0.0,False,False,5,5,False
2021-01-31,AI/hyperscale,7,5,2,27,2,5,27,3410805579.5811,157405.0,-3410648174.5811,5,2,0.7916666666666666,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-01-31,clean_energy,6,6,0,46,0,6,46,615487254.6655,0.0,-615487254.6655,6,4,0.9513888888888888,True,True,6,6,1,6,1,6,6,111,72,111,1,4,1,2,0.013888888888888888,1.0,1,0,0.0,False,False,6,6,False
2021-01-31,crypto,5,3,0,13,0,3,13,70801234.57000001,0.0,-70801234.57000001,3,3,0.9861111111111112,True,True,5,5,7,14,7,14,19,203,99,203,2,9,2,3,0.0707070707070707,1.0,2,1,0.9791666666666667,True,False,5,5,False
2021-02-28,AI/hyperscale,7,5,2,25,2,5,25,245438186.41030002,157405.0,-245280781.41030002,5,1,0.4520547945205479,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-02-28,clean_energy,6,6,0,39,0,6,39,294100811.26720005,0.0,-294100811.26720005,6,4,0.9246575342465753,True,True,6,6,0,3,0,3,3,103,68,103,0,2,0,2,0.0,1.0,1,0,0.0,False,False,6,6,False
2021-02-28,crypto,5,2,0,9,0,2,9,79185154.2,0.0,-79185154.2,3,2,0.958904109589041,True,True,5,5,11,21,11,19,27,291,140,291,3,10,2,3,0.07857142857142857,1.0,2,1,0.9726027397260274,True,False,5,5,False
2021-03-31,AI/hyperscale,7,5,2,21,3,5,21,708785674.7063999,1746958.4235999999,-707038716.2828,5,1,0.4864864864864865,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-03-31,clean_energy,6,6,0,38,0,6,38,178855980.7527,0.0,-178855980.7527,6,2,0.8513513513513513,True,True,6,6,1,4,1,4,5,100,67,100,1,2,1,2,0.014925373134328358,1.0,1,0,0.0,False,False,6,6,False
2021-03-31,crypto,5,2,0,8,0,2,8,131968179.63000003,0.0,-131968179.63000003,3,1,0.9864864864864865,False,True,5,5,16,22,16,20,33,378,168,378,3,10,2,3,0.09523809523809523,1.0,2,1,0.9662162162162162,True,False,5,5,False
2021-04-30,AI/hyperscale,7,5,2,23,4,5,23,723364600.2526,1795946.8235999998,-721568653.4289999,5,1,0.48,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-04-30,clean_energy,6,5,0,34,0,5,34,117353521.1817,0.0,-117353521.1817,6,0,0.78,False,True,6,6,1,6,1,5,6,84,56,84,1,2,1,1,0.017857142857142856,1.0,1,0,0.0,False,False,6,6,False
2021-04-30,crypto,5,3,0,26,0,3,26,5107960831.6776,0.0,-5107960831.6776,3,2,0.9733333333333334,True,True,5,5,10,19,10,17,26,342,155,342,3,8,2,3,0.06451612903225806,1.0,2,1,0.4866666666666667,True,False,5,5,False
2021-05-31,AI/hyperscale,7,5,2,25,4,5,25,8076842878.643199,1795946.8235999998,-8075046931.819599,5,2,0.6578947368421053,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-05-31,clean_energy,6,6,0,37,0,6,37,130222085.72279999,0.0,-130222085.72279999,6,1,0.861842105263158,False,True,6,6,2,6,2,4,6,82,54,82,2,4,2,2,0.037037037037037035,1.0,1,0,0.9605263157894737,False,False,6,6,False
2021-05-31,crypto,5,3,0,24,0,3,24,5076549034.205,0.0,-5076549034.205,3,2,0.9473684210526315,True,True,5,5,6,14,6,14,20,312,136,312,3,6,3,3,0.04411764705882353,1.0,2,1,0.9342105263157894,True,False,5,5,False
2021-06-30,AI/hyperscale,7,5,0,22,1,5,22,7565287498.135599,48988.4,-7565238509.7355995,5,3,0.922077922077922,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-06-30,clean_energy,6,6,0,29,0,6,29,81194856.5555,0.0,-81194856.5555,6,0,0.7532467532467533,False,True,6,6,1,5,1,3,4,81,51,81,1,4,1,2,0.0196078431372549,1.0,2,0,0.474025974025974,False,False,6,6,False
2021-06-30,crypto,5,3,0,19,0,3,19,5004652554.185,0.0,-5004652554.185,3,1,0.935064935064935,False,True,5,5,5,12,4,12,15,240,115,240,5,7,3,3,0.034782608695652174,1.0,2,1,0.922077922077922,True,False,5,5,False
2021-07-31,AI/hyperscale,7,5,0,20,0,5,20,7580374788.1086,0.0,-7580374788.1086,5,3,0.9743589743589743,True,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
2021-07-31,clean_energy,6,6,0,28,0,6,28,76028891.12709999,0.0,-76028891.12709999,6,0,0.782051282051282,False,True,6,6,1,4,1,3,4,71,48,71,1,3,1,2,0.020833333333333332,1.0,2,0,0.46794871794871795,False,False,6,6,False
2021-07-31,crypto,5,3,0,7,3,3,7,77865412.13739999,49999.8,-77815412.33739999,3,0,0.0,False,True,5,5,5,12,4,12,14,196,104,196,4,6,2,3,0.038461538461538464,1.0,2,1,0.9166666666666667,True,False,5,5,False
2021-08-31,AI/hyperscale,7,4,0,18,0,4,18,261762583.949,0.0,-261762583.949,5,1,0.35443037974683544,False,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,False,False,7,7,False
