stress_onset,recovery_month,breadth_at_recovery,spy3_at_recovery,available_equity_names_at_recovery,relapse_6m,fwd_spy_6m,future_months,insider_candidate,news_candidate,insider_coverage,news_coverage,regime,calendar_regime
2015-08-31,2015-10-31,0.6,-0.00674780836284905,5,True,0.0034425487576790204,6,False,False,False,False,2015,2010-2020
2016-01-31,2016-03-31,0.8,0.013270527901677376,5,False,0.06331338449519408,6,False,False,False,False,2016,2010-2020
2018-10-31,2019-02-28,0.8,0.017021191547277104,5,True,0.059143914070203696,6,False,False,True,False,2019,2010-2020
2019-05-31,2019-06-30,0.8,0.04229230604731593,5,False,0.10899603535425517,6,False,False,True,False,2019,2010-2020
2020-02-29,2020-06-30,0.6,0.20164889442205025,5,False,0.22259992612514856,6,True,False,True,False,2020,2010-2020
2022-02-28,2022-03-31,0.6,-0.04617675436955826,5,True,-0.2024516749635168,6,True,False,True,False,2022,2021-2023
2022-04-30,2022-11-30,0.6,0.03590258895668397,5,False,0.033686785994722745,6,False,False,True,False,2022,2021-2023
2023-10-31,2023-11-30,0.7647058823529411,0.017052727959039338,17,False,0.1638218617017939,6,False,False,True,False,2023,2021-2023
2025-03-31,2025-05-31,0.6470588235294118,-0.005079404125675868,17,False,0.16613144913549882,6,True,False,True,False,2025,2024+
