gamma,min_child_weight,max_depth,n_estimators,auc_train,auc_val,ap_train,ap_val,train_s,a_n,a_avg_pnl_pct,a_hit_pct,a_sharpe,a_recall_pct,b_n,b_avg_pnl_pct,b_hit_pct,b_sharpe,b_recall_pct,c_n,c_avg_pnl_pct,c_hit_pct,c_sharpe,c_recall_pct
3,20,4,500,0.8393120248792278,0.6385668453097086,0.4335248193434048,0.1969014405497276,0.6316564083099365,369,0.889070492836822,56.36856368563685,0.7731248858689854,20.85201793721973,157,0.566370746477754,54.77707006369427,0.48899253300580414,12.556053811659194,83,0.52944891671771,54.21686746987952,0.4426302628237721,7.174887892376682
5,20,3,300,0.7325486341134955,0.6414554720499159,0.2777617541006625,0.204225667208679,0.3529655933380127,258,1.109932587948182,57.36434108527132,0.9893453789023027,16.143497757847534,120,0.5514175239137704,51.66666666666667,0.4694709843456554,9.865470852017937,46,1.6856394648466457,52.17391304347826,1.4177247919477654,4.932735426008969
20,50,3,200,0.6619722788465879,0.6359858309505579,0.20904556507233468,0.2014542663814316,0.2319507598876953,77,0.9643728760980383,54.54545454545454,0.9106797724875678,5.605381165919283,36,0.49834292712946354,47.22222222222222,0.41034940149947363,3.587443946188341,4,0.5756684844872937,50.0,0.43624715819376336,0.2242152466367713
5,20,4,500,0.759424164183097,0.64225331114618,0.30722657887480087,0.19934701397245436,0.6269822120666504,296,1.0546855794710424,56.08108108108109,0.9197199190004899,17.26457399103139,133,0.4581048917981517,51.8796992481203,0.41376665298182125,10.538116591928251,56,0.3898153059862208,50.0,0.29363376299109895,4.932735426008969
3,50,3,200,0.7306172328267158,0.6433597391707422,0.2703045549867301,0.2059008744213595,0.3932194709777832,261,0.7290396847404106,52.490421455938694,0.6600859703603478,16.81614349775785,124,0.4565025064857519,50.806451612903224,0.4107149073512937,10.762331838565023,53,1.9081243419694038,52.83018867924528,1.643639203398707,5.381165919282512
3,20,2,200,0.7074655099761101,0.6412738342630063,0.25775113482763057,0.20458130234004107,1.8462135791778564,233,0.8109058913444446,55.36480686695279,0.7160843718688226,15.246636771300448,100,0.4540671580140623,51.0,0.39452583103002814,8.968609865470851,39,1.8287808750514605,53.84615384615385,1.470496730908228,3.811659192825112
3,50,3,500,0.7713053693653632,0.6442392827195409,0.3209940969698765,0.20470971223759687,1.0457310676574707,319,1.0382549189393138,55.79937304075236,0.9044628451758508,18.609865470852018,149,0.4158445369045285,53.02013422818792,0.37857513459647135,11.210762331838566,59,1.3509918934977887,52.54237288135594,1.1222626480310351,5.829596412556054
5,20,3,200,0.7261927749359063,0.6420101508830591,0.27133470562594103,0.20442809170313364,0.24801969528198242,249,0.9407785273547902,55.42168674698795,0.8209361423298905,15.695067264573993,117,0.30485773361413293,50.427350427350426,0.2613568334536679,9.641255605381167,45,1.2906739307804171,48.888888888888886,1.0993456507757917,4.484304932735426
3,20,3,200,0.7492572046987408,0.6439586881454977,0.2989963236213437,0.2026579590219921,0.3846778869628906,277,0.9889898933419593,54.51263537906137,0.8583788582705328,16.367713004484305,123,0.2435814569257308,49.59349593495935,0.2124951250042098,9.641255605381167,52,1.403762497138766,50.0,1.1183236915877965,5.15695067264574
5,20,4,300,0.7496826560983674,0.6396280266454171,0.29516772668057106,0.19871950957851064,0.3674025535583496,271,0.7223927577625948,54.24354243542435,0.6410079604996923,15.246636771300448,122,0.241106951114736,50.0,0.21302911290729698,9.417040358744394,50,1.434086230691975,54.0,1.156199884955369,4.932735426008969
3,20,4,200,0.7897412932654522,0.6454944714405505,0.34414954622416233,0.20060840370025734,0.36704087257385254,292,0.9922606102858281,54.45205479452054,0.8683334702599426,18.161434977578477,135,0.2365501116407947,50.37037037037037,0.21790210216902167,10.986547085201794,60,0.5910789791139687,51.66666666666667,0.45117125081127263,4.932735426008969
3,20,3,500,0.7996709806099507,0.6403506716040896,0.3674835002431194,0.20065711735587224,0.8216757774353027,350,0.8711890788629507,55.42857142857143,0.7636235558000077,18.83408071748879,154,0.14574655161057812,51.298701298701296,0.12586170327142357,11.210762331838566,72,1.3354972626999033,54.166666666666664,1.162098584562824,6.950672645739911
20,20,3,200,0.6653753438928942,0.637887493945407,0.21364055908626112,0.20334355339836138,0.24066400527954102,80,1.1705152308726585,56.25,1.3031165480167013,6.053811659192825,38,0.13060792845160082,47.368421052631575,0.13748974395684643,4.0358744394618835,3,-0.3226544344211766,33.33333333333333,-0.4269203159918527,0.672645739910314
3,50,3,300,0.7487016784060749,0.644913425831888,0.29060203586548017,0.2061386562330253,0.5172574520111084,288,0.6712708686488786,52.083333333333336,0.5941123904942693,17.26457399103139,139,0.08846230679179835,49.64028776978417,0.07910399430089969,10.986547085201794,53,1.9913383625699252,54.71698113207547,1.7225527997940417,5.381165919282512
3,20,2,300,0.7224154752894719,0.6432477617537226,0.27309531293405503,0.20460364564266464,0.5650606155395508,263,0.7630555215224464,54.372623574144484,0.6695428989570018,15.919282511210762,116,-0.008078146211495055,47.41379310344828,-0.006777219733689423,9.641255605381167,44,1.763444521951303,54.54545454545454,1.4706250441644195,4.708520179372197
5,20,4,200,0.7440566363136333,0.6394646177403478,0.287942414969504,0.20048720963143432,0.29153919219970703,258,0.6952363639910406,54.263565891472865,0.6195034438287569,14.798206278026907,114,-0.0501594913415285,48.24561403508772,-0.04463475421572058,8.968609865470851,47,1.851548094423205,55.319148936170215,1.5224434249927397,4.708520179372197
5,20,2,500,0.7158335400614892,0.6440172809799847,0.2645363021788628,0.20465698792520276,0.5598208904266357,261,0.6752836098791879,54.406130268199234,0.5632388801536939,16.591928251121075,118,-0.08686808806789555,48.30508474576271,-0.06705241759908465,10.089686098654708,44,2.0898044674858984,52.27272727272727,1.7609004490878253,4.708520179372197
3,20,2,500,0.7467673946572382,0.6465729051108576,0.29709550918303224,0.20501133712096936,0.7188913822174072,304,0.8794445167995614,55.92105263157895,0.7345449535450321,18.161434977578477,136,-0.40820844216045427,49.26470588235294,-0.32136319607836783,10.986547085201794,59,0.7552792318181071,49.152542372881356,0.6555940053340458,5.381165919282512
