gamma,min_child_weight,max_depth,n_estimators,auc_train,auc_val,ap_train,ap_val,train_s,a_n,a_avg_pnl_pct,a_hit_pct,a_sharpe,a_recall_pct,b_n,b_avg_pnl_pct,b_hit_pct,b_sharpe,b_recall_pct,c_n,c_avg_pnl_pct,c_hit_pct,c_sharpe,c_recall_pct
20,50,4,300,0.6640643091242121,0.6361323130367754,0.2099470995477245,0.20171494768237558,0.3537442684173584,88,1.485761258585308,56.81818181818182,1.4718171352546516,6.950672645739911,43,1.297858411572842,53.48837209302325,1.1427013803755837,4.708520179372197,5,-0.6803752930805772,40.0,-0.5635285733736735,0.4484304932735426
20,20,3,300,0.6668772583331675,0.6380144450867955,0.21497073889713283,0.20364062418035472,0.3253438472747803,87,1.4179414360985965,56.32183908045977,1.3086963843837316,6.726457399103139,42,1.2967502243025315,50.0,1.0833954520850868,4.484304932735426,6,0.29850230093817154,50.0,0.26418059805967403,0.672645739910314
20,20,2,200,0.6621444680273667,0.6366062639646255,0.21287551898896784,0.2003237580877088,0.22284507751464844,67,1.046427141116183,55.223880597014926,0.8966867137498569,4.708520179372197,32,1.278676491022188,50.0,0.9799085721325115,2.690582959641256,5,0.24237444319920226,40.0,0.1844740049093109,0.672645739910314
3,100,4,300,0.7303685522054537,0.6454443420154894,0.2717631566733098,0.20263709071935873,0.38332319259643555,298,1.00450547863047,57.04697986577181,0.9755766798271234,18.609865470852018,150,1.2760245296404964,57.99999999999999,1.2149511851426584,13.228699551569505,62,2.188501360907429,58.06451612903226,1.8729192819202214,5.381165919282512
10,20,2,200,0.6817729423347385,0.6407207830085988,0.23067141272255592,0.20272480437238732,0.26696181297302246,136,1.4323596846787447,58.08823529411765,1.3304825152702382,9.641255605381167,61,1.271283463091554,52.459016393442624,1.1898627540278455,6.278026905829597,16,1.8658067870685782,62.5,1.677312993277673,1.345291479820628
20,20,2,500,0.6643556501839194,0.6375528637573371,0.2146952923964071,0.2011272842723091,0.550992488861084,79,1.326748267502743,55.69620253164557,1.1965497316964453,5.829596412556054,37,1.259774284592122,48.64864864864865,1.0280199741846574,3.587443946188341,6,1.5087087006873001,50.0,1.2056059534271206,0.672645739910314
20,50,4,200,0.6622925052102778,0.6355971651484611,0.20914213568069584,0.2023460483384221,0.2420365810394287,81,1.5019119783019694,56.79012345679012,1.4451732937925013,6.502242152466367,38,1.2460381288394418,50.0,1.0340567479304885,4.260089686098654,4,-1.7324157745219448,25.0,-1.2906604908163966,0.4484304932735426
3,100,4,200,0.7182603303799121,0.6477268584345036,0.2587219030092365,0.20444045600240987,0.31783390045166016,282,0.9259862692696921,56.02836879432624,0.8837041245361867,18.161434977578477,144,1.242522762743037,56.94444444444444,1.135110151857085,13.004484304932735,50,1.5367977746811055,52.0,1.2645187185588724,4.932735426008969
20,100,3,500,0.657798837888392,0.6346603308281642,0.20468516851805876,0.19927043121176108,0.5530068874359131,69,1.648103378172757,57.971014492753625,1.544585368901034,5.15695067264574,34,1.2279600322504514,50.0,0.9949972773911376,3.587443946188341,0,,,,
20,100,4,500,0.657798837888392,0.6346603308281642,0.20468516851805876,0.19927043121176108,0.577308177947998,69,1.648103378172757,57.971014492753625,1.544585368901034,5.15695067264574,34,1.2279600322504514,50.0,0.9949972773911376,3.587443946188341,0,,,,
